Well,CellCount,MeanCellArea
C09,2245,291.16
C10,1865,291.84
C11,1451,282.43
D02,1634,285.29
D03,2036,287.36
D04,2285,288.51
D05,2135,290.59
D06,2717,287.71
D07,2775,298.17
D08,2915,290.15
D09,1611,295.61
D10,2110,291.12
D11,1158,297.03
E02,1647,299.41
E03,2189,289.47
E04,2143,288.71
E05,2542,275.5
E06,2252,281.72
E07,2458,284.22
E08,2543,289.53
E09,2183,281.35
E10,2032,289.75
E11,1524,272.42
F02,1316,299.38
F03,2224,281.41
F04,2283,293.99
F05,2207,291.41
F06,2007,290.65
F07,2009,295.61
F08,2415,300.35
F09,1899,294.29
F10,1575,292.11
F11,1501,293.05
G02,1440,293.35
G03,1741,301.36
G04,1273,293.27
G05,1676,285.4
G06,1507,283.53
G07,1733,293.62
G08,1507,285.09
G09,1532,289.9
G10,1939,280.67
G11,1354,280.99
4,,
Timespan(h):,68.2172,
B02,2354,275.31
B03,2371,279.66
B04,1947,298.08
B05,2425,285.95
B06,2418,293.43
B07,2522,285.06
B08,2531,290.84
B09,2529,289.39
B10,3088,292.37
B11,2633,302.16
C02,2485,285.67
C03,2909,288.2
C04,3610,302.25
C05,3205,296.87
C06,3531,296.27
C07,3361,291.63
C08,3449,292.86
C09,3490,294.6
C10,3136,289.41
C11,2237,290.07
D02,2398,290.52
D03,3211,293.84
D04,3425,294.52
D05,3263,293.22
D06,4147,294.21
D07,4291,304.87
D08,4435,292.96
D09,2465,296.45
D10,3283,298.53
D11,1948,298.11
E02,2591,298.2
E03,3186,292.28
E04,3360,296.97
E05,4137,284.37
E06,3634,286.11
E07,3770,288.77
E08,3795,297.35
E09,3396,277.6
E10,3030,297.86
E11,2469,278.2
F02,2089,296.0
F03,3499,283.2
F04,3437,293.05
F05,3227,297.42
F06,3032,292.51
F07,3232,293.73
F08,3667,303.33
F09,2950,297.4
F10,2587,299.57
F11,2475,303.9
G02,2375,295.21
G03,2891,301.06
G04,1917,292.58
G05,2674,292.93
G06,2310,290.03
G07,2887,294.95
G08,2519,283.89
G09,2595,285.11
G10,3189,285.74
G11,2318,286.42
5,,
Timespan(h):,92.8911,
B02,1120,671.66
B03,1543,612.39
B04,1545,543.65
B05,1242,479.31
B06,1788,430.92
B07,2629,361.99
B08,3036,318.96
B09,3304,307.95
B10,4561,298.47
B11,3807,288.67
C02,994,648.43
C03,1614,586.58
C04,2708,550.03
C05,1834,482.44
C06,2675,430.59
C07,3413,369.62
C08,3586,320.88
C09,4595,313.83
C10,4118,296.67
C11,3001,288.65
D02,799,637.56
D03,1767,594.07
D04,2570,539.93
D05,1846,496.72
D06,3014,440.59
D07,4595,392.28
D08,5388,333.89
D09,3313,308.97
D10,4707,299.61
D11,2599,294.86
E02,1334,645.07
E03,1828,591.89
E04,2559,557.74
E05,3455,506.12
E06,3389,444.53
E07,3598,368.14
E08,4674,335.77
E09,4618,301.1
E10,4139,303.11
E11,3306,282.83
F02,758,632.98
F03,1913,595.21
F04,2572,557.97
F05,2936,490.3
F06,2593,430.35
F07,3478,377.53
F08,4461,339.31
F09,4087,314.6
F10,3856,307.76
F11,3791,282.9
G02,860,603.96
G03,2080,597.87
G04,1014,507.77
G05,2414,486.97
G06,1393,428.05
G07,3387,371.82
G08,3005,327.38
G09,3321,293.46
G10,4577,295.55
G11,3624,284.05
6,,
Timespan(h):,122.3764,
B02,1007,420.95
B03,1587,513.47
B04,1805,515.45
B05,1822,519.28
B06,2486,459.65
B07,5083,382.22
B08,7107,333.75
B09,7659,309.53
B10,11211,302.3
B11,8987,292.06
C02,803,423.14
C03,1653,500.06
C04,2639,533.54
C05,2385,509.51
C06,3430,470.31
C07,5620,389.1
C08,8043,329.23
C09,9748,323.98
C10,9795,299.66
C11,8850,287.47
D02,731,391.75
D03,1686,496.33
D04,2488,517.2
D05,2365,493.75
D06,3949,457.55
D07,6863,400.82
D08,9706,344.47
D09,8110,312.79
D10,12094,297.27
D11,8484,288.43
E02,1273,414.41
E03,1839,474.38
E04,2570,524.47
E05,3779,498.2
E06,4349,444.98
E07,5339,387.92
E08,8731,346.3
E09,10474,305.33
E10,10521,302.1
E11,8728,280.93
F02,816,383.12
F03,1918,447.88
F04,2672,520.77
F05,3566,489.59
F06,4084,427.22
F07,5823,379.45
F08,8611,346.93
F09,9369,317.34
F10,9534,297.5
F11,9054,290.42
G02,1025,392.05
G03,2252,511.22
G04,1097,505.63
G05,3501,483.63
G06,2240,446.59
G07,6061,377.15
G08,6934,332.51
G09,8165,301.05
G10,11298,289.93
G11,10444,276.74
7,,
Timespan(h):,144.7128,
B02,1445,388.02
B03,1764,489.45
B04,2060,488.19
B05,2332,499.3
B06,2953,433.06
B07,6973,369.21
B08,11361,331.16
B09,14203,298.78
B10,21055,278.3
B11,16529,273.23
C02,1049,406.86
C03,1831,460.53
C04,2644,503.43
C05,2789,486.55
C06,3758,438.88
C07,7157,385.11
C08,13353,325.95
C09,17460,306.49
C10,18322,288.82
C11,18250,262.49
D02,1121,385.83
D03,1873,444.98
D04,2634,483.61
D05,2579,492.53
D06,4373,431.01
D07,8277,387.82
D08,14060,338.97
D09,14978,307.37
D10,22143,279.71
D11,17259,271.86
E02,1425,413.1
E03,1973,442.5
E04,2601,496.69
E05,3862,477.26
E06,4632,422.9
E07,6776,378.83
E08,12735,344.72
E09,18299,295.25
E10,20206,284.43
E11,17098,270.68
F02,1023,390.65
F03,1903,446.59
F04,2655,496.02
F05,3604,478.66
F06,4636,433.55
F07,6919,386.36
F08,12760,345.66
F09,16877,306.12
F10,17221,287.12
F11,16709,278.28
G02,1226,384.88
G03,2456,480.24
G04,1235,507.97
G05,3704,503.83
G06,2817,431.76
G07,7801,381.33
G08,11093,329.81
G09,15288,292.53
G10,20583,274.72
G11,19778,265.9
8,,
Timespan(h):,167.1411,
B02,1309,427.22
B03,1636,506.98
B04,2015,470.85
B05,2396,465.25
B06,3082,419.31
B07,7928,371.96
B08,16093,319.03
B09,21849,283.41
B10,28390,277.19
B11,23011,267.96
C02,954,443.68
C03,1704,462.31
C04,2541,457.25
C05,2934,459.0
C06,3848,422.18
C07,8013,389.33
C08,19507,312.71
C09,26132,288.26
C10,26873,276.05
C11,25361,260.79
D02,1122,408.99
D03,1709,444.48
D04,2290,458.89
D05,2753,450.94
D06,4534,409.79
D07,8852,389.35
D08,18599,329.32
D09,22063,293.95
D10,29415,272.72
D11,25797,260.59
E02,1305,436.42
E03,1893,436.25
E04,2494,483.88
E05,3786,456.47
E06,4470,419.24
E07,7617,383.01
E08,17101,335.72
E09,26790,279.79
E10,28604,274.25
E11,26269,257.89
F02,964,414.18
F03,1749,468.68
F04,2551,480.94
F05,3586,455.25
F06,4613,412.8
F07,7429,384.61
F08,17866,332.1
F09,24630,290.54
F10,24448,285.89
F11,25087,269.17
G02,1140,424.45
G03,2264,491.66
G04,1202,504.51
G05,3669,471.92
G06,3091,408.12
G07,8590,380.88
G08,15858,321.07
G09,22340,284.56
G10,28331,271.1
G11,27978,260.67
9,,
Timespan(h):,193.7583,
B02,1138,446.06
B03,1495,473.14
B04,1876,452.38
B05,2312,439.32
B06,2828,406.51
B07,8800,366.26
B08,15608,345.68
B09,21837,311.95
B10,27129,309.83
B11,22453,302.82
C02,906,438.58
C03,1561,444.99
C04,2353,455.45
C05,2832,425.3
C06,3790,410.34
C07,8753,376.47
C08,19740,335.5
C09,26101,313.52
C10,26767,301.08
C11,25800,285.58
D02,1021,423.16
D03,1669,437.84
D04,2300,420.39
D05,2625,424.18
D06,4068,397.17
D07,9316,378.35
D08,19042,343.69
D09,22255,316.53
D10,28811,302.31
D11,25945,289.74
E02,1251,430.07
E03,1802,416.88
E04,2344,455.48
E05,3419,437.18
E06,4006,403.56
E07,8185,373.85
E08,17488,349.36
E09,26269,310.48
E10,27442,305.8
E11,26653,292.54
F02,881,428.76
F03,1643,434.62
F04,2488,437.23
F05,3241,431.64
F06,4110,407.69
F07,7770,382.49
F08,18229,353.11
F09,24289,318.77
F10,23686,318.83
F11,25452,296.25
G02,1086,426.53
G03,2069,460.86
G04,1262,444.65
G05,3244,430.07
G06,3008,399.66
G07,9034,373.24
G08,16356,343.72
G09,22075,317.09
G10,27303,307.95
G11,27509,295.43
10,,
Timespan(h):,219.0492,
B02,1045,407.28
B03,1525,394.54
B04,1814,406.66
B05,2365,369.77
B06,3286,360.2
B07,9783,360.09
B08,18164,357.14
B09,25904,327.71
B10,31549,317.1
B11,27460,310.42
C02,985,406.61
C03,1740,408.08
C04,2609,368.15
C05,3259,374.77
C06,4019,370.34
C07,10157,355.95
C08,22065,352.82
C09,29270,326.72
C10,31357,316.94
C11,29196,304.12
D02,551,377.13
D03,1625,371.88
D04,2365,364.71
D05,2994,372.99
D06,4146,354.7
D07,10257,366.17
D08,20651,359.34
D09,26356,325.43
D10,32176,312.2
D11,29928,303.6
E02,1015,394.86
E03,1722,348.11
E04,2296,370.91
E05,3480,362.34
E06,4337,362.61
E07,9506,356.7
E08,19321,365.36
E09,29589,322.18
E10,31726,314.7
E11,31366,300.86
F02,468,381.6
F03,1382,392.62
F04,2194,385.44
F05,3140,375.08
F06,4387,379.83
F07,8837,363.25
F08,20386,365.22
F09,27545,332.99
F10,28501,323.63
F11,30420,309.14
G02,808,361.02
G03,1798,398.95
G04,1556,365.0
G05,3293,380.65
G06,3612,368.71
G07,9992,375.81
G08,18935,357.24
G09,25353,333.14
G10,31234,317.02
G11,32061,302.37
11,,
Timespan(h):,242.3483,
B02,1053,396.82
B03,1562,377.39
B04,1739,396.42
B05,2374,362.46
B06,3022,356.99
B07,11421,339.89
B08,20369,347.62
B09,29171,321.61
B10,33743,318.35
B11,30991,308.25
C02,989,390.33
C03,1703,394.14
C04,2534,359.67
C05,3057,367.46
C06,3615,367.91
C07,11008,346.36
C08,24260,347.05
C09,32076,321.51
C10,34728,309.97
C11,33454,297.36
D02,572,359.72
D03,1643,356.22
D04,2386,353.49
D05,2795,364.54
D06,3733,343.04
D07,10989,351.17
D08,22713,348.56
D09,28547,325.2
D10,34916,308.34
D11,33128,304.73
E02,1027,388.5
E03,1628,354.19
E04,2178,357.96
E05,3366,351.75
E06,4078,353.46
E07,10573,346.72
E08,21656,351.29
E09,31977,318.79
E10,34414,312.63
E11,35968,298.59
F02,486,379.54
F03,1481,352.76
F04,2120,361.96
F05,3001,367.74
F06,4231,362.76
F07,9488,350.46
F08,22587,354.95
F09,29678,329.82
F10,30590,325.03
F11,34143,306.49
G02,765,353.48
G03,1812,377.94
G04,1492,360.16
G05,3191,356.0
G06,3176,366.02
G07,10906,361.47
G08,21387,344.27
G09,28641,327.07
G10,34024,312.14
G11,36040,299.88
12,,
Timespan(h):,264.37,
B02,347,363.35
B03,844,315.05
B04,1109,332.29
B05,1374,318.04
B06,2490,341.82
B07,13506,337.23
B08,18481,373.17
B09,26534,344.74
B10,31585,334.93
B11,30454,317.14
C02,237,381.34
C03,1036,361.32
C04,1702,332.11
C05,1740,354.22
C06,3193,363.64
C07,13086,343.59
C08,22214,365.76
C09,28432,345.07
C10,31698,332.48
C11,31475,314.9
D02,165,381.62
D03,1036,329.53
D04,1582,337.51
D05,1625,341.83
D06,3035,343.31
D07,13021,347.65
D08,21913,364.11
D09,26727,343.9
D10,32676,323.29
D11,32055,319.43
E02,514,403.23
E03,1180,361.61
E04,1703,334.01
E05,2373,345.06
E06,3143,356.53
E07,13551,336.29
E08,20690,370.09
E09,30233,336.77
E10,31113,335.18
E11,33361,320.96
F02,329,405.72
F03,895,372.39
F04,1653,380.3
F05,2715,377.86
F06,4365,359.72
F07,11894,339.81
F08,22209,368.52
F09,28357,345.9
F10,29051,342.8
F11,32636,322.92
G02,510,397.01
G03,1292,367.81
G04,1302,370.14
G05,2792,388.65
G06,2860,349.27
G07,12731,357.97
G08,20970,356.69
G09,27486,339.39
G10,33414,321.8
G11,35110,313.01
13,,
Timespan(h):,290.3933,
B02,837,331.06
B03,1360,332.51
B04,2078,349.14
B05,2682,355.52
B06,3677,333.94
B07,16426,337.14
B08,20936,359.57
B09,29817,334.84
B10,35475,319.04
B11,33093,316.31
C02,801,344.12
C03,1546,353.85
C04,2180,334.69
C05,2666,331.94
C06,4245,347.64
C07,17283,323.63
C08,24574,357.95
C09,31461,333.5
C10,33999,324.34
C11,35457,302.83
D02,542,329.65
D03,1489,331.78
D04,2077,322.63
D05,2325,322.73
D06,3952,328.59
D07,16362,330.75
D08,22550,357.21
D09,28936,334.3
D10,34929,314.32
D11,35317,311.58
E02,1261,368.33
E03,1645,347.29
E04,2045,319.17
E05,2936,314.59
E06,3823,331.09
E07,17388,324.67
E08,22047,361.5
E09,32048,330.07
E10,34324,321.5
E11,35896,312.97
F02,974,330.99
F03,1411,352.32
F04,2316,348.95
F05,3320,369.02
F06,5502,341.17
F07,15262,332.36
F08,22836,363.18
F09,29722,338.98
F10,31029,337.64
F11,35525,313.84
G02,952,333.22
G03,1508,326.57
G04,1856,341.68
G05,3350,350.22
G06,3561,324.15
G07,14669,353.69
G08,21985,358.77
G09,29566,335.61
G10,35675,313.59
G11,37583,304.54
14,,
Timespan(h):,312.1522,
B02,842,335.2
B03,1337,324.17
B04,1915,347.48
B05,2437,354.07
B06,4098,322.87
B07,20198,317.58
B08,21056,360.98
B09,29106,337.67
B10,34059,324.34
B11,33557,315.0
C02,836,332.01
C03,1593,344.74
C04,1892,326.41
C05,2583,326.0
C06,4166,343.78
C07,21632,302.41
C08,23816,362.03
C09,30745,333.0
C10,33571,325.94
C11,35611,306.39
D02,578,323.62
D03,1389,328.26
D04,2061,312.24
D05,2172,314.62
D06,3918,319.32
D07,20161,313.7
D08,22938,352.7
D09,28446,338.72
D10,33357,322.94
D11,35404,315.03
E02,1270,364.33
E03,1582,331.96
E04,1894,300.99
E05,2736,301.36
E06,3862,325.78
E07,22449,307.22
E08,22418,358.98
E09,31808,327.57
E10,33991,325.95
E11,35876,317.19
F02,959,330.8
F03,1362,330.36
F04,2170,323.38
F05,2849,360.0
F06,6460,327.47
F07,18680,318.34
F08,23117,363.59
F09,29090,344.31
F10,29715,343.38
F11,34377,320.58
G02,957,316.46
G03,1581,317.53
G04,1966,328.02
G05,3155,339.38
G06,3983,318.05
G07,17695,337.06
G08,22236,359.85
G09,29558,339.48
G10,34472,319.18
G11,36268,312.75
15,,
Timespan(h):,336.8208,
B02,854,319.47
B03,1258,314.44
B04,1880,333.78
B05,2253,331.49
B06,4921,319.98
B07,19569,346.85
B08,19053,379.27
B09,26959,353.12
B10,31288,337.75
B11,31283,334.81
C02,806,332.64
C03,1508,328.74
C04,1791,312.35
C05,2547,314.92
C06,4766,343.08
C07,21665,331.75
C08,21764,375.92
C09,28664,347.87
C10,31132,340.47
C11,33044,323.76
D02,554,313.04
D03,1247,322.24
D04,1888,301.08
D05,2296,304.32
D06,4311,309.56
D07,20000,344.78
D08,21154,372.35
D09,26702,353.99
D10,31427,335.82
D11,31435,338.51
E02,1262,359.98
E03,1494,324.32
E04,1735,291.93
E05,2609,298.55
E06,4267,317.12
E07,21963,333.99
E08,20082,377.8
E09,28444,346.35
E10,30992,342.29
E11,31983,337.75
F02,981,332.62
F03,1312,335.49
F04,2024,315.1
F05,2565,357.87
F06,8824,313.29
F07,17952,345.83
F08,20945,382.82
F09,26668,354.33
F10,27706,356.33
F11,32188,335.19
G02,964,317.09
G03,1547,306.39
G04,1941,321.34
G05,3269,323.5
G06,4888,303.02
G07,16978,363.37
G08,20608,374.69
G09,26778,353.95
G10,31839,333.25
G11,33323,329.71
16,,
Timespan(h):,360.6867,
B02,577,305.39
B03,1320,277.9
B04,2077,302.38
B05,3212,322.98
B06,7255,316.97
B07,22001,351.32
B08,21175,368.26
B09,28873,342.9
B10,33910,323.21
B11,33484,319.07
C02,512,295.62
C03,1230,304.78
C04,2107,287.62
C05,3102,300.37
C06,6642,352.75
C07,25258,330.97
C08,23404,360.59
C09,30387,337.88
C10,32533,329.59
C11,34690,314.49
D02,674,308.75
D03,1229,264.18
D04,1942,285.19
D05,2126,288.18
D06,5675,302.79
D07,23307,342.52
D08,23449,355.56
D09,28248,337.17
D10,34974,316.78
D11,34512,319.73
E02,769,288.73
E03,1155,248.31
E04,1575,252.03
E05,2658,275.57
E06,5460,294.13
E07,25956,336.75
E08,23073,360.23
E09,31192,331.05
E10,33227,328.14
E11,34237,323.31
F02,933,275.9
F03,922,272.22
F04,1639,283.56
F05,2563,328.73
F06,12940,316.53
F07,21739,346.48
F08,22800,366.2
F09,28089,344.28
F10,29693,342.31
F11,33625,324.79
G02,597,268.63
G03,1184,265.73
G04,2030,279.67
G05,4159,310.4
G06,6715,302.65
G07,20758,356.37
G08,22631,363.51
G09,29688,340.71
G10,35006,320.38
G11,36448,311.35
17,,
Timespan(h):,386.12,
B02,604,303.83
B03,1348,262.97
B04,2026,301.29
B05,2991,317.4
B06,10895,305.58
B07,23637,345.79
B08,20734,365.88
B09,27104,347.54
B10,31140,331.38
B11,31332,332.1
C02,529,269.43
C03,1218,293.63
C04,2029,277.85
C05,3588,302.0
C06,9466,348.49
C07,26897,326.78
C08,22742,362.22
C09,27947,345.98
C10,30388,336.39
C11,33036,322.51
D02,696,297.89
D03,1230,255.99
D04,1900,279.94
D05,2305,292.36
D06,7302,302.11
D07,24345,340.1
D08,22374,355.23
D09,27243,342.31
D10,30518,331.63
D11,31345,331.91
E02,799,288.73
E03,1223,257.48
E04,1504,251.45
E05,3065,280.55
E06,8408,288.1
E07,26946,337.52
E08,22058,361.35
E09,28175,341.11
E10,30260,340.87
E11,31798,333.78
F02,960,271.62
F03,963,263.01
F04,1675,269.37
F05,2560,318.61
F06,19892,288.5
F07,23498,344.14
F08,21914,372.64
F09,26610,348.93
F10,27599,349.71
F11,31289,332.66
G02,644,259.08
G03,1241,262.26
G04,2478,279.7
G05,5210,293.15
G06,10199,297.46
G07,21616,355.68
G08,22314,360.36
G09,28724,341.7
G10,31665,330.53
G11,33741,322.32
18,,
Timespan(h):,404.2528,
B02,576,303.1
B03,1340,273.78
B04,2135,297.1
B05,3076,313.11
B06,15156,290.59
B07,22047,363.65
B08,19886,373.97
B09,25997,356.1
B10,29496,343.43
B11,30355,334.03
C02,517,288.17
C03,1199,286.66
C04,1927,284.93
C05,4182,297.07
C06,12574,337.13
C07,25914,337.82
C08,20750,376.43
C09,26957,352.63
C10,28613,344.08
C11,32164,326.92
D02,657,304.77
D03,1239,251.22
D04,1766,272.93
D05,2564,289.25
D06,10416,290.59
D07,23475,354.33
D08,21747,362.64
D09,25769,352.59
D10,29366,339.17
D11,30478,338.34
E02,797,282.36
E03,1169,250.3
E04,1498,245.86
E05,3459,277.13
E06,11081,281.2
E07,25573,353.81
E08,20350,367.02
E09,27316,346.98
E10,28869,352.66
E11,30301,342.96
F02,948,272.48
F03,929,258.1
F04,1655,272.43
F05,2598,314.01
F06,22619,293.9
F07,22529,357.54
F08,20947,376.34
F09,25704,354.96
F10,24973,363.22
F11,29961,338.1
G02,615,261.33
G03,1165,250.78
G04,2757,292.58
G05,6781,287.5
G06,14630,289.65
G07,20919,369.82
G08,20980,370.66
G09,26359,354.18
G10,30169,339.3
G11,32737,328.91
19,,
Timespan(h):,429.1025,
B02,386,301.59
B03,793,235.84
B04,1662,309.8
B05,3059,302.86
B06,20974,298.9
B07,23374,357.11
B08,21167,360.0
B09,26664,343.61
B10,31638,325.7
B11,31254,326.45
C02,315,292.88
C03,1164,294.18
C04,1554,296.73
C05,5621,314.64
C06,17667,343.6
C07,27296,336.29
C08,21702,363.71
C09,28664,341.23
C10,29076,337.31
C11,32663,322.36
D02,443,311.3
D03,1325,312.08
D04,1712,278.77
D05,3169,307.31
D06,15825,305.13
D07,24340,351.24
D08,22226,353.86
D09,25764,342.61
D10,30130,334.95
D11,31618,327.42
E02,584,276.69
E03,1174,277.61
E04,1456,263.52
E05,4913,302.96
E06,17242,286.3
E07,27384,341.46
E08,22551,352.55
E09,29097,337.08
E10,30602,333.98
E11,30427,334.56
F02,550,258.51
F03,884,305.3
F04,1670,284.25
F05,2962,335.6
F06,27131,308.92
F07,23861,354.95
F08,22095,363.15
F09,25712,344.41
F10,25143,353.97
F11,31548,325.74
G02,576,248.77
G03,1166,228.22
G04,3302,299.38
G05,10172,306.87
G06,21722,296.56
G07,22032,364.09
G08,22020,360.75
G09,27718,343.23
G10,31111,327.91
G11,33086,324.79
20,,
Timespan(h):,459.0411,
B02,408,288.15
B03,779,235.42
B04,2156,314.23
B05,4231,282.75
B06,24999,302.07
B07,22413,361.86
B08,19319,365.28
B09,25189,353.42
B10,27340,344.95
B11,27159,341.9
C02,345,271.72
C03,1255,283.78
C04,1573,278.59
C05,8874,309.99
C06,24488,323.4
C07,26305,338.04
C08,20943,362.46
C09,25881,348.58
C10,26272,351.83
C11,28935,333.43
D02,455,312.55
D03,1360,303.15
D04,1729,283.13
D05,3603,320.66
D06,26193,281.1
D07,24003,355.24
D08,20619,359.31
D09,24151,344.1
D10,27926,341.34
D11,28540,340.15
E02,641,266.89
E03,1255,269.26
E04,1472,265.9
E05,9183,289.85
E06,23419,286.26
E07,26269,347.06
E08,21767,354.67
E09,26693,348.39
E10,28037,345.72
E11,28936,342.36
F02,598,251.15
F03,923,293.13
F04,1700,288.98
F05,3300,345.52
F06,30980,304.71
F07,24190,351.46
F08,20249,365.55
F09,24276,352.52
F10,23597,358.19
F11,28294,338.5
G02,595,252.64
G03,1224,220.37
G04,5015,305.6
G05,18959,271.32
G06,26190,307.91
G07,22098,363.21
G08,21196,357.45
G09,25550,349.51
G10,28414,341.57
G11,29425,339.29
21,,
Timespan(h):,481.7239,
B02,421,290.05
B03,792,241.05
B04,2571,343.2
B05,5910,263.91
B06,23121,332.54
B07,22065,370.68
B08,19562,369.67
B09,24272,360.34
B10,26554,355.74
B11,27181,347.15
C02,357,275.53
C03,1200,280.84
C04,1557,278.67
C05,13208,305.94
C06,23481,340.62
C07,24891,349.48
C08,20451,372.47
C09,24309,356.68
C10,25184,360.88
C11,28161,342.64
D02,467,308.4
D03,1411,299.52
D04,1707,285.34
D05,4320,330.65
D06,26747,314.1
D07,21750,370.79
D08,20779,362.1
D09,24048,351.83
D10,26565,348.67
D11,27804,345.3
E02,629,255.57
E03,1283,266.93
E04,1398,277.92
E05,15159,268.28
E06,21676,322.12
E07,25005,358.86
E08,20912,363.43
E09,25088,353.5
E10,25817,357.88
E11,28266,346.56
F02,589,249.84
F03,954,282.98
F04,1781,284.7
F05,3803,349.0
F06,29374,326.93
F07,22680,358.78
F08,20625,372.12
F09,23786,359.71
F10,23719,363.98
F11,26985,347.93
G02,577,250.07
G03,1236,219.11
G04,7203,304.92
G05,26240,270.65
G06,24161,340.73
G07,21238,372.95
G08,20851,363.31
G09,24511,359.67
G10,27494,347.14
G11,29112,346.05
22,,
Timespan(h):,502.8328,
B02,334,279.98
B03,768,235.56
B04,2835,329.47
B05,7509,266.89
B06,25694,335.5
B07,23891,350.33
B08,20677,359.96
B09,26360,340.42
B10,29557,335.1
B11,29191,334.43
C02,412,250.2
C03,1123,290.79
C04,1426,257.21
C05,16286,326.2
C06,24695,363.42
C07,26954,338.76
C08,22569,356.34
C09,27515,337.26
C10,27628,340.79
C11,32300,317.7
D02,455,248.46
D03,1038,277.03
D04,1644,276.74
D05,5292,335.59
D06,28881,328.47
D07,23998,355.2
D08,22722,351.42
D09,25868,337.91
D10,28127,334.82
D11,29142,336.27
E02,481,244.01
E03,953,265.87
E04,1298,281.19
E05,21007,275.29
E06,23408,325.68
E07,24262,352.6
E08,22082,354.33
E09,26974,340.08
E10,29692,333.88
E11,29108,338.93
F02,449,214.76
F03,757,261.82
F04,1893,294.3
F05,4663,359.25
F06,31559,324.38
F07,24828,352.88
F08,22624,354.59
F09,25933,345.59
F10,25384,351.1
F11,29888,331.96
G02,364,225.61
G03,855,200.46
G04,9110,320.74
G05,32663,271.05
G06,24766,351.16
G07,23183,361.46
G08,21896,353.03
G09,27371,339.54
G10,29610,328.17
G11,30840,331.07
23,,
Timespan(h):,527.6642,
B02,350,271.86
B03,779,228.76
B04,3375,335.63
B05,10996,253.14
B06,27445,330.04
B07,22085,365.65
B08,20038,364.26
B09,23522,355.59
B10,26407,350.6
B11,26718,348.58
C02,448,244.6
C03,1179,279.87
C04,1489,264.86
C05,19798,319.44
C06,24996,350.19
C07,23969,351.75
C08,20415,363.87
C09,24586,354.42
C10,24767,357.04
C11,28502,339.64
D02,447,255.54
D03,1077,276.64
D04,1705,285.44
D05,7241,337.1
D06,29258,332.4
D07,22543,362.01
D08,20979,359.73
D09,23006,358.88
D10,24758,355.59
D11,26517,351.56
E02,507,226.08
E03,960,259.26
E04,1366,278.08
E05,31811,252.14
E06,25612,322.19
E07,24101,355.47
E08,20734,357.91
E09,24584,354.77
E10,24932,357.72
E11,27559,350.18
F02,478,210.2
F03,767,256.0
F04,2078,298.63
F05,5679,368.69
F06,30735,327.72
F07,22826,358.58
F08,20095,371.77
F09,23965,359.57
F10,22862,364.41
F11,24282,351.11
G02,376,220.23
G03,877,204.93
G04,13636,313.24
G05,35637,277.87
G06,26976,347.08
