Well,CellCount,MeanCellArea
D02,1151,343.13
D03,1093,344.98
D04,1474,321.91
D05,1375,347.05
D06,1915,313.47
D07,1574,326.25
D08,1639,333.2
D09,1904,335.2
D10,1630,335.44
D11,1386,376.41
E02,869,325.42
E03,1526,319.4
E04,1149,399.28
E05,1716,352.2
E06,1794,322.37
E07,1556,346.24
E08,1686,328.11
E09,1699,326.33
E10,1506,357.17
E11,1251,331.09
F02,642,366.33
F03,1027,341.59
F04,1594,337.11
F05,1592,326.49
F06,1489,312.54
F07,1544,313.54
F08,1563,322.43
F09,2089,316.88
F10,1419,333.78
F11,1391,343.4
G02,622,333.35
G03,1186,316.62
G04,795,352.25
G05,1203,298.93
G06,747,349.69
G07,931,337.97
G08,955,327.48
G09,854,330.56
G10,1038,362.6
G11,891,380.82
4,,
Timespan(h):,69.8842,
B02,1360,367.82
B03,1711,312.65
B04,1509,367.54
B05,1932,367.29
B06,2840,368.24
B07,1952,387.15
B08,1698,354.64
B09,1512,422.63
B10,1812,403.05
B11,1721,382.16
C02,2107,395.1
C03,2451,335.25
C04,2891,331.6
C05,2759,347.29
C06,2700,328.26
C07,3156,318.06
C08,3931,319.16
C09,3004,348.5
C10,2645,383.98
C11,2403,399.05
D02,2260,343.47
D03,2182,300.73
D04,2826,324.1
D05,2426,361.98
D06,3587,338.3
D07,2879,309.14
D08,2987,359.4
D09,3601,326.13
D10,3195,317.5
D11,2446,390.29
E02,1725,352.83
E03,2821,313.71
E04,2220,333.78
E05,3062,346.64
E06,3134,340.5
E07,3021,323.72
E08,3074,323.1
E09,3310,321.15
E10,2832,371.83
E11,2320,366.49
F02,1360,319.18
F03,1977,319.17
F04,3124,314.95
F05,3059,320.94
F06,2827,318.88
F07,2925,323.58
F08,2976,314.06
F09,3962,310.58
F10,2981,315.04
F11,2494,362.96
G02,1155,382.02
G03,2312,340.97
G04,1755,317.8
G05,2192,304.23
G06,1519,361.78
G07,2072,348.75
G08,2071,321.87
G09,1904,312.42
G10,2241,315.88
G11,1961,360.63
5,,
Timespan(h):,94.5861,
B02,740,463.8
B03,1070,480.52
B04,1613,457.27
B05,1096,534.62
B06,2448,492.94
B07,1518,517.36
B08,1688,444.06
B09,1224,482.31
B10,2367,406.0
B11,1671,383.63
C02,1683,500.32
C03,2133,474.74
C04,1775,462.48
C05,1580,455.46
C06,2069,462.38
C07,2053,481.75
C08,4232,421.58
C09,2624,405.39
C10,2301,445.87
C11,2863,366.83
D02,2053,519.34
D03,1648,475.39
D04,2594,445.41
D05,1405,508.24
D06,2737,431.2
D07,2319,401.27
D08,2299,482.27
D09,3635,364.76
D10,2890,388.75
D11,2931,356.18
E02,1492,507.58
E03,2631,464.05
E04,1406,462.83
E05,1922,424.71
E06,2376,435.0
E07,2738,464.38
E08,2415,383.46
E09,3157,349.28
E10,3395,379.43
E11,3658,358.42
F02,1252,459.91
F03,1816,465.37
F04,3023,440.37
F05,2264,430.95
F06,2051,421.49
F07,2831,403.86
F08,1895,377.33
F09,4364,382.2
F10,2923,362.28
F11,2835,361.37
G02,1031,466.15
G03,2865,451.29
G04,1448,457.58
G05,1540,420.33
G06,1824,464.08
G07,1836,421.68
G08,2695,395.7
G09,1803,396.68
G10,2467,336.21
G11,3110,352.25
6,,
Timespan(h):,119.3153,
B02,990,189.96
B03,1146,423.46
B04,1883,541.57
B05,1233,590.05
B06,2759,543.06
B07,1754,548.43
B08,2840,411.13
B09,2322,393.97
B10,4144,429.18
B11,2813,413.63
C02,1781,411.82
C03,2224,508.82
C04,2026,522.01
C05,1836,562.26
C06,2550,529.43
C07,2987,479.5
C08,6567,404.86
C09,4350,414.17
C10,4843,359.92
C11,5114,354.59
D02,2049,464.68
D03,1797,498.35
D04,2868,539.82
D05,1434,639.82
D06,3160,530.59
D07,3386,464.88
D08,4402,427.51
D09,6559,368.83
D10,5582,373.91
D11,4441,434.25
E02,1704,418.41
E03,2798,493.47
E04,1726,519.29
E05,2098,567.62
E06,2803,534.9
E07,3891,463.34
E08,4598,381.37
E09,5916,344.57
E10,5898,415.04
E11,6145,349.86
F02,1532,421.04
F03,1947,476.9
F04,3128,535.2
F05,2381,546.13
F06,2441,517.73
F07,3830,445.84
F08,3643,368.83
F09,7821,351.33
F10,5422,345.02
F11,5037,358.9
G02,1528,403.1
G03,3029,478.8
G04,1763,523.52
G05,1922,482.98
G06,2419,485.42
G07,2716,439.66
G08,4503,381.68
G09,3712,333.48
G10,4793,351.62
G11,5532,342.2
7,,
Timespan(h):,144.9975,
B02,914,448.81
B03,1188,474.46
B04,1927,551.06
B05,1198,531.52
B06,2995,444.96
B07,2567,444.37
B08,4143,383.96
B09,3632,406.47
B10,7481,379.17
B11,4459,421.44
C02,1619,447.62
C03,2149,550.19
C04,1902,578.26
C05,1641,544.07
C06,2751,435.55
C07,3446,431.93
C08,6860,419.31
C09,6877,386.59
C10,7247,410.71
C11,7079,389.85
D02,1829,512.59
D03,1639,570.53
D04,2586,577.48
D05,1407,572.68
D06,3457,436.36
D07,4191,404.57
D08,5753,397.7
D09,9429,378.48
D10,7089,507.82
D11,7313,377.6
E02,1345,515.98
E03,2591,563.44
E04,1666,557.07
E05,2192,523.61
E06,3186,428.33
E07,4232,440.98
E08,5824,389.27
E09,8194,395.88
E10,7103,405.72
E11,9149,362.03
F02,1325,500.56
F03,1848,523.19
F04,2898,572.82
F05,2367,516.19
F06,3022,425.17
F07,4948,397.94
F08,5186,384.66
F09,9825,401.19
F10,8456,375.8
F11,7560,360.84
G02,1388,475.31
G03,2964,516.4
G04,1631,570.2
G05,1997,484.28
G06,2736,436.74
G07,3320,408.95
G08,5495,406.54
G09,5478,380.51
G10,7404,397.1
G11,8768,366.75
8,,
Timespan(h):,167.2036,
B02,894,453.86
B03,1069,499.45
B04,1822,497.5
B05,1212,455.0
B06,2955,417.95
B07,2793,437.6
B08,4678,420.23
B09,4939,434.53
B10,9828,421.06
B11,6456,442.32
C02,1568,449.06
C03,1996,519.58
C04,1855,481.31
C05,1883,405.86
C06,2878,408.95
C07,3797,429.51
C08,8184,391.6
C09,9859,378.57
C10,9488,437.22
C11,10165,387.19
D02,1721,510.34
D03,1644,507.43
D04,2385,481.39
D05,1466,457.41
D06,3671,401.61
D07,4507,396.09
D08,6659,412.31
D09,11374,387.6
D10,11223,434.32
D11,10314,377.36
E02,1229,524.5
E03,2509,509.41
E04,1750,468.47
E05,2123,430.3
E06,3365,387.55
E07,4636,414.81
E08,6918,391.64
E09,10694,387.92
E10,9385,414.98
E11,11808,400.5
F02,1377,453.97
F03,1784,499.76
F04,2714,492.76
F05,2653,406.55
F06,3301,382.4
F07,5410,397.38
F08,6618,379.01
F09,12008,382.37
F10,11620,396.68
F11,10887,368.99
G02,1230,467.54
G03,3002,481.85
G04,1824,462.05
G05,2265,408.53
G06,3358,385.65
G07,4025,393.0
G08,6793,381.59
G09,8019,375.17
G10,11912,360.93
G11,12281,377.57
9,,
Timespan(h):,190.9247,
B02,835,457.88
B03,1146,439.11
B04,1832,448.14
B05,1621,404.88
B06,3230,397.47
B07,2820,465.48
B08,5744,396.48
B09,7116,405.59
B10,13210,395.68
B11,8074,463.32
C02,1560,415.23
C03,1984,437.11
C04,2005,417.26
C05,2586,340.79
C06,2665,408.8
C07,4027,404.14
C08,8431,390.12
C09,10753,412.06
C10,12950,394.09
C11,12906,391.48
D02,1656,447.12
D03,1905,418.99
D04,2720,412.16
D05,1757,406.08
D06,3552,373.03
D07,4456,395.86
D08,6428,442.79
D09,12758,382.48
D10,12188,454.45
D11,13820,368.3
E02,1531,448.91
E03,2613,432.38
E04,2040,388.24
E05,2281,401.84
E06,3400,374.94
E07,4677,410.81
E08,7701,380.44
E09,12457,373.35
E10,9105,423.93
E11,15737,368.83
F02,1485,415.47
F03,2101,406.2
F04,2924,424.15
F05,2772,380.58
F06,3282,387.5
F07,5680,390.73
F08,7169,398.59
F09,13333,381.12
F10,15000,368.12
F11,14030,365.89
G02,1466,419.38
G03,3041,422.61
G04,2060,404.98
G05,2505,371.58
G06,3501,396.31
G07,4405,394.42
G08,8082,376.5
G09,10863,362.55
G10,15167,364.45
G11,14763,390.18
10,,
Timespan(h):,217.1567,
B02,608,401.07
B03,893,421.76
B04,1693,435.58
B05,1424,413.6
B06,2808,402.48
B07,3475,422.43
B08,5868,416.38
B09,8057,433.51
B10,12783,423.51
B11,12108,399.38
C02,1121,409.5
C03,1916,417.12
C04,1878,408.07
C05,2159,372.09
C06,2736,379.4
C07,3337,422.71
C08,7627,388.48
C09,10580,426.15
C10,11729,423.11
C11,13827,398.55
D02,1305,424.04
D03,1624,411.95
D04,2394,403.61
D05,1549,437.77
D06,3087,380.98
D07,3852,389.01
D08,6728,390.15
D09,11459,396.22
D10,13959,393.74
D11,12327,422.58
E02,1156,425.06
E03,2249,412.7
E04,1973,404.49
E05,2347,385.53
E06,3002,367.86
E07,3652,440.31
E08,6996,393.92
E09,11510,381.12
E10,7842,440.4
E11,14880,379.15
F02,1024,393.33
F03,1756,412.64
F04,2536,410.07
F05,2472,386.43
F06,2896,383.08
F07,5006,399.68
F08,7707,377.98
F09,12977,375.89
F10,14200,382.65
F11,13616,392.37
G02,679,463.95
G03,2424,418.25
G04,1796,404.2
G05,2287,372.41
G06,3230,405.41
G07,4476,385.38
G08,7753,387.62
G09,12685,363.37
G10,14209,396.58
G11,15084,390.68
11,,
Timespan(h):,238.0989,
B02,729,401.01
B03,888,389.68
B04,1614,417.05
B05,1336,407.99
B06,2968,392.86
B07,4065,414.7
B08,7255,382.55
B09,10788,393.29
B10,13882,411.71
B11,14723,387.82
C02,1060,393.73
C03,1769,406.71
C04,1999,357.36
C05,1938,350.11
C06,2739,366.27
C07,3637,405.15
C08,6585,418.04
C09,11744,410.16
C10,12677,409.63
C11,15361,387.95
D02,1227,427.85
D03,1616,385.66
D04,2647,364.25
D05,1979,381.59
D06,2892,372.39
D07,3909,375.96
D08,7008,389.54
D09,12247,391.64
D10,9707,494.88
D11,16330,378.29
E02,1191,402.89
E03,2217,386.67
E04,2016,366.09
E05,2473,349.15
E06,2848,373.22
E07,4460,388.35
E08,7221,394.53
E09,11828,384.95
E10,7314,430.05
E11,16513,380.25
F02,1003,365.57
F03,1865,382.75
F04,2808,359.64
F05,2529,362.68
F06,3006,366.8
F07,5126,392.74
F08,8100,379.5
F09,12762,379.52
F10,15323,381.24
F11,15592,373.76
G02,866,427.92
G03,2424,387.13
G04,1809,369.21
G05,2329,364.56
G06,3615,375.69
G07,4941,383.43
G08,8387,391.32
G09,12868,403.22
G10,13013,433.58
G11,14811,401.74
12,,
Timespan(h):,260.9392,
B02,637,378.07
B03,825,408.74
B04,1975,375.39
B05,1651,376.38
B06,3068,380.86
B07,5347,387.6
B08,8328,377.0
B09,12634,389.08
B10,13403,424.55
B11,14585,407.9
C02,1025,375.25
C03,1973,349.31
C04,2127,327.99
C05,2251,321.71
C06,2482,345.14
C07,3832,405.44
C08,7193,398.2
C09,12502,408.08
C10,13360,408.34
C11,15785,390.11
D02,1513,359.33
D03,1700,362.33
D04,2775,317.78
D05,1859,369.34
D06,3159,328.69
D07,3923,372.77
D08,7013,392.05
D09,13311,381.27
D10,11192,462.78
D11,15174,395.27
E02,1135,394.28
E03,2336,344.43
E04,2254,339.35
E05,2538,318.28
E06,3115,329.12
E07,4054,385.84
E08,7478,389.16
E09,12010,387.51
E10,7192,429.87
E11,15767,381.97
F02,910,345.3
F03,1930,351.29
F04,2757,337.49
F05,2764,330.84
F06,2951,356.4
F07,5342,381.51
F08,8738,374.49
F09,13006,385.95
F10,15782,381.02
F11,15916,375.53
G02,949,385.29
G03,2130,371.58
G04,1843,352.16
G05,2664,338.03
G06,3884,368.89
G07,5721,378.08
G08,9266,370.4
G09,15382,366.95
G10,15363,390.72
G11,15071,406.42
13,,
Timespan(h):,287.0044,
B02,560,366.5
B03,848,343.28
B04,1632,353.38
B05,1431,377.9
B06,2906,382.35
B07,5457,418.71
B08,8248,392.09
B09,11819,415.42
B10,11519,429.74
B11,10615,460.04
C02,869,359.56
C03,1627,343.94
C04,1740,317.44
C05,1564,328.44
C06,2503,342.7
C07,3730,405.61
C08,6925,392.74
C09,11608,409.09
C10,10519,433.19
C11,12492,408.14
D02,1021,380.36
D03,1440,333.93
D04,2316,324.15
D05,1745,355.08
D06,2730,328.93
D07,3658,368.16
D08,6185,398.82
D09,12485,382.84
D10,13812,388.49
D11,11842,409.29
E02,1002,374.07
E03,1623,333.79
E04,1863,324.15
E05,2096,320.95
E06,2646,313.46
E07,3857,385.55
E08,6742,397.66
E09,11466,389.19
E10,5659,436.9
E11,13315,393.17
F02,783,360.03
F03,1427,348.7
F04,2361,321.85
F05,2445,319.34
F06,2757,350.27
F07,5047,379.79
F08,8178,382.1
F09,11027,400.08
F10,14263,385.71
F11,13536,388.69
G02,837,391.39
G03,1863,358.03
G04,1405,353.31
G05,2289,331.99
G06,3602,376.8
G07,5945,375.99
G08,8768,379.38
G09,13064,396.7
G10,14324,388.22
G11,12481,408.18
14,,
Timespan(h):,310.74,
B02,569,357.33
B03,915,335.18
B04,1531,328.03
B05,1617,353.32
B06,3297,370.67
B07,6774,419.21
B08,9600,375.67
B09,12009,416.79
B10,10990,431.24
B11,12599,412.14
C02,714,368.06
C03,1639,315.24
C04,1778,293.8
C05,2216,284.33
C06,2350,330.88
C07,4640,364.97
C08,6833,401.12
C09,12037,401.38
C10,11749,404.62
C11,12601,405.44
D02,1172,338.0
D03,1570,303.59
D04,2500,286.16
D05,1694,338.43
D06,2757,309.71
D07,3654,379.17
D08,6465,403.67
D09,12107,396.01
D10,13879,393.37
D11,11804,406.33
E02,956,365.94
E03,1922,306.42
E04,1919,295.69
E05,2221,285.78
E06,2605,314.99
E07,3946,362.92
E08,7491,388.24
E09,11224,392.93
E10,6437,453.39
E11,13160,388.21
F02,659,337.12
F03,1470,336.47
F04,2371,299.44
F05,2506,311.22
F06,2939,346.2
F07,5330,373.73
F08,7905,396.35
F09,11996,382.13
F10,12546,405.06
F11,13431,391.03
G02,820,356.75
G03,1944,328.71
G04,1921,321.49
G05,2567,318.54
G06,4333,363.79
G07,6841,384.91
G08,8982,377.98
G09,13593,389.23
G10,13042,400.71
G11,13078,408.4
15,,
Timespan(h):,341.0303,
B02,391,353.38
B03,604,340.35
B04,1196,327.48
B05,1699,358.29
B06,3213,393.45
B07,6940,455.09
B08,8475,411.72
B09,11816,405.95
B10,10572,431.14
B11,8814,459.93
C02,759,320.71
C03,1269,282.25
C04,1446,285.56
C05,1747,296.76
C06,2426,322.22
C07,4289,405.65
C08,6768,399.22
C09,11421,401.55
C10,8334,447.43
C11,10934,415.72
D02,909,313.24
D03,1156,293.95
D04,2332,288.7
D05,1576,307.81
D06,2445,311.82
D07,3764,368.7
D08,6551,389.34
D09,10934,405.06
D10,9778,440.72
D11,11055,412.51
E02,864,339.12
E03,1661,287.09
E04,1419,293.98
E05,1859,291.01
E06,2386,314.28
E07,3005,404.92
E08,6751,406.94
E09,9843,413.42
E10,5337,455.01
E11,9962,419.72
F02,760,321.11
F03,1243,301.73
F04,1959,279.58
F05,1941,298.55
F06,2770,336.76
F07,5114,379.03
F08,8416,386.7
F09,10258,400.74
F10,10248,427.44
F11,11156,407.67
G02,688,339.57
G03,1720,303.83
G04,1682,295.95
G05,2576,327.5
G06,4660,380.07
G07,7554,380.72
G08,9125,379.28
G09,12949,393.12
G10,9118,459.46
G11,10467,426.86
16,,
Timespan(h):,368.9239,
B02,501,305.74
B03,645,312.36
B04,1325,312.59
B05,2016,366.81
B06,4018,387.77
B07,9387,397.8
B08,9741,390.27
B09,12340,400.58
B10,10904,411.91
B11,11227,410.2
C02,835,311.44
C03,1255,266.03
C04,1492,253.66
C05,1961,280.9
C06,2640,320.88
C07,5932,367.21
C08,7032,389.5
C09,10733,411.33
C10,8733,433.24
C11,8993,441.12
D02,900,307.15
D03,1356,268.4
D04,2326,279.6
D05,1644,296.29
D06,2489,296.67
D07,4056,384.48
D08,7029,383.65
D09,10480,396.47
D10,9649,424.56
D11,9266,423.69
E02,791,334.65
E03,1630,271.25
E04,1694,272.46
E05,1918,286.05
E06,2368,313.42
E07,4012,363.08
E08,7677,389.0
E09,10197,398.87
E10,4380,445.34
E11,9158,414.45
F02,573,290.94
F03,1158,263.82
F04,2220,266.39
F05,2237,289.17
F06,3090,326.39
F07,6091,371.98
F08,8467,390.36
F09,10090,393.29
F10,11189,403.51
F11,10654,401.77
G02,664,313.41
G03,1706,297.44
G04,1569,295.03
G05,3442,310.7
G06,6036,364.72
G07,8640,390.69
G08,9617,376.61
G09,12335,390.89
G10,9907,427.12
G11,10185,417.64
17,,
Timespan(h):,407.8,
B02,568,292.43
B03,766,273.06
B04,1313,284.42
B05,3275,342.99
B06,5568,361.95
B07,9329,428.71
B08,11007,373.72
B09,11751,398.94
B10,9235,421.71
B11,10465,408.06
C02,957,295.6
C03,1629,249.68
C04,1701,252.12
C05,2664,289.9
C06,3009,302.11
C07,6652,395.27
C08,8793,363.63
C09,10510,408.13
C10,8058,438.98
C11,9921,416.04
D02,883,291.02
D03,1385,252.37
D04,3028,290.1
D05,1957,287.15
D06,3026,273.18
D07,5471,353.22
D08,6707,396.09
D09,11503,384.07
D10,10963,392.08
D11,8540,432.39
E02,925,298.86
E03,1863,255.99
E04,1685,260.36
E05,2139,249.84
E06,2800,315.9
E07,4631,351.23
E08,8546,374.61
E09,10312,388.03
E10,4204,445.48
E11,10410,393.0
F02,826,253.1
F03,1425,248.58
F04,2060,250.66
F05,2540,275.24
F06,3403,333.97
F07,7083,368.73
F08,9216,376.54
F09,10489,397.65
F10,11008,396.54
F11,10136,400.56
G02,725,288.66
G03,2169,261.92
G04,1825,263.34
G05,4387,319.7
G06,7455,354.42
G07,9869,384.79
G08,10236,367.72
G09,13041,385.37
G10,9259,421.46
G11,9379,408.68
18,,
Timespan(h):,430.3861,
B02,534,299.61
B03,650,282.17
B04,1237,293.22
B05,3208,374.48
B06,5342,386.7
B07,8153,453.37
B08,8268,413.51
B09,8072,456.45
B10,8472,430.67
B11,6880,482.36
C02,911,285.69
C03,1369,251.49
C04,1465,240.61
C05,2124,320.82
C06,2697,323.08
C07,6766,385.74
C08,7252,397.59
C09,10197,412.88
C10,8239,428.0
C11,8833,425.67
D02,857,297.63
D03,1036,262.26
D04,2814,302.07
D05,1502,311.01
D06,2613,295.23
D07,5264,365.15
D08,6373,402.47
D09,9282,403.77
D10,10080,402.24
D11,8863,425.97
E02,933,277.85
E03,1547,286.95
E04,1617,267.97
E05,1595,272.39
E06,2875,317.06
E07,3988,366.83
E08,6957,393.78
E09,9214,400.06
E10,4807,452.81
E11,9344,407.79
F02,752,289.36
F03,1163,262.33
F04,1748,263.16
F05,2296,298.41
F06,3623,338.47
F07,6922,366.37
F08,8332,386.37
F09,9255,392.22
F10,9284,413.14
F11,10095,406.63
G02,812,284.84
G03,1811,290.14
G04,1593,286.16
G05,4802,322.0
G06,7164,373.91
G07,8704,408.42
G08,8873,385.73
G09,10671,400.9
G10,8650,428.13
G11,9092,421.75
19,,
Timespan(h):,454.8817,
B02,545,293.22
B03,608,274.7
B04,1061,282.61
B05,4521,362.06
B06,6371,386.73
B07,9322,422.37
B08,9182,387.86
B09,8646,429.03
B10,8284,417.62
B11,7725,449.57
C02,1024,291.41
C03,1177,265.92
C04,1486,238.61
C05,2813,307.21
C06,3300,325.23
C07,8518,364.63
C08,7377,379.39
C09,10088,412.53
C10,8009,421.69
C11,8438,423.06
D02,909,264.16
D03,1127,241.05
D04,3980,307.5
D05,1679,317.81
D06,2841,299.59
D07,6293,366.54
D08,7483,381.47
D09,9648,387.79
D10,10036,390.57
D11,9429,405.57
E02,876,284.68
E03,1686,297.48
E04,1870,267.37
E05,1908,260.29
E06,3299,329.59
E07,4855,353.09
E08,7388,377.59
E09,9616,388.45
E10,4233,450.67
E11,9118,392.8
F02,697,265.12
F03,1036,266.13
F04,1831,256.95
F05,2655,292.91
F06,4219,330.09
F07,7408,378.34
F08,8149,379.07
F09,9051,379.88
F10,8673,408.78
F11,10181,394.22
G02,748,250.1
G03,1696,291.09
G04,1559,298.64
G05,6041,328.42
G06,8024,374.06
G07,9323,407.79
G08,8301,393.77
G09,9922,396.47
G10,8148,427.8
G11,8372,410.81
20,,
Timespan(h):,478.8461,
B02,528,304.6
B03,590,251.49
B04,1407,263.12
B05,6317,350.47
B06,7643,370.82
B07,8494,443.13
B08,9837,372.52
B09,9002,408.01
B10,8943,397.77
B11,7847,433.02
C02,1330,290.54
C03,1080,254.69
C04,1434,232.49
C05,4080,303.05
C06,3650,334.3
C07,9491,363.79
C08,8480,360.94
C09,9780,393.81
C10,7985,418.3
C11,9567,394.43
D02,878,253.32
D03,1136,252.85
D04,5577,330.09
D05,2186,304.56
D06,2891,305.73
D07,7447,349.33
D08,8194,366.01
D09,9718,374.66
D10,9065,393.87
D11,9575,390.19
E02,890,278.2
E03,1903,339.17
E04,1978,292.24
E05,1710,269.07
E06,4028,334.3
E07,5661,341.72
E08,8266,368.71
E09,9587,375.61
E10,4750,436.71
E11,9438,377.99
F02,625,257.05
F03,1215,243.65
F04,1858,260.34
F05,3293,286.86
F06,5101,329.33
F07,8482,358.54
F08,8866,362.05
F09,9732,369.57
F10,10638,374.44
F11,10541,377.48
G02,818,246.78
G03,2184,273.07
G04,1594,292.81
G05,7232,325.68
G06,8854,380.06
G07,10087,393.29
G08,10171,369.71
G09,10093,381.8
G10,8400,417.13
G11,9240,390.1
21,,
Timespan(h):,502.9958,
B02,494,306.37
B03,669,239.65
B04,1082,287.87
B05,7358,360.94
B06,6619,406.14
B07,7674,463.32
B08,8577,390.75
B09,7642,428.35
B10,6100,440.58
B11,8922,408.05
C02,1769,313.86
C03,1123,240.05
C04,1369,242.87
C05,4556,336.27
C06,4290,347.05
C07,9370,375.45
C08,6827,397.28
C09,8344,411.43
C10,6862,433.27
C11,7465,425.46
D02,814,269.4
D03,1122,244.3
D04,6797,331.42
D05,2578,319.54
D06,2395,386.14
D07,7634,366.72
D08,6792,388.94
D09,7981,403.21
D10,7621,412.64
D11,8427,412.23
E02,787,250.46
E03,2342,364.48
E04,2831,295.61
E05,1872,267.92
E06,4553,324.38
E07,5593,360.34
E08,7595,379.07
E09,8773,388.45
E10,3733,456.31
E11,9261,371.07
F02,775,228.72
F03,1450,255.29
F04,1754,269.34
F05,3796,301.85
F06,5743,330.49
F07,8249,364.32
F08,8210,378.39
F09,8053,382.52
F10,8885,391.36
F11,8621,393.66
G02,529,257.35
G03,2132,314.27
G04,1495,290.77
G05,7675,327.06
G06,8884,372.43
G07,10125,391.83
G08,8564,382.77
G09,8442,414.08
G10,8601,403.12
G11,8138,404.93
22,,
Timespan(h):,526.0267,
B02,561,282.26
B03,665,237.0
B04,1251,263.09
B05,8971,369.43
B06,7848,384.33
B07,8819,427.9
B08,7841,404.08
B09,8042,409.3
B10,8765,381.61
B11,6741,442.78
C02,2599,311.92
C03,1196,237.75
C04,1317,252.03
C05,6196,337.16
C06,4708,386.81
C07,10719,366.67
C08,7970,367.94
C09,8198,403.29
C10,7459,412.87
C11,7428,414.54
D02,757,247.37
D03,1107,259.88
D04,10097,329.03
D05,3081,319.89
D06,4084,313.25
D07,9289,350.72
D08,7153,389.8
D09,9317,382.78
D10,7069,416.4
D11,8234,408.07
E02,814,261.58
E03,3121,420.01
E04,4378,306.69
E05,1929,277.41
E06,5945,328.81
E07,6373,344.91
E08,8060,373.92
E09,8640,373.52
E10,4442,429.8
E11,8680,365.92
F02,684,236.69
F03,1586,256.29
F04,1721,248.9
F05,4622,328.25
F06,6489,355.88
F07,9032,359.23
F08,8391,370.44
F09,9129,361.98
F10,8787,386.31
F11,7682,397.51
G02,493,248.86
G03,3064,288.93
G04,1544,285.87
G05,7883,357.9
G06,9850,373.13
G07,10380,393.95
G08,9275,367.63
G09,7534,427.53
G10,7899,405.74
G11,8228,383.69
23,,
Timespan(h):,552.1792,
B02,613,268.64
B03,551,252.42
B04,1305,254.15
B05,11031,355.91
B06,8654,380.66
B07,9452,411.29
B08,9600,368.27
B09,7634,410.27
B10,7320,388.54
B11,8195,394.84
C02,4157,323.3
C03,1147,242.65
C04,1292,251.03
C05,7667,349.62
C06,7324,329.64
C07,10405,381.37
C08,8944,359.41
C09,8893,379.43
C10,8548,384.77
C11,6523,415.27
D02,783,255.92
D03,1170,266.49
D04,12858,342.29
D05,3615,360.84
D06,4864,317.3
D07,10669,345.5
D08,9537,356.64
D09,9148,369.37
D10,9153,366.02
D11,8231,391.86
E02,847,251.47
E03,4200,468.41
E04,7143,320.65
E05,2160,279.46
E06,7485,328.64
E07,7028,346.25
E08,8626,360.03
E09,8166,369.96
E10,3376,417.06
E11,8658,354.61
F02,802,239.39
F03,1993,248.04
F04,1719,284.07
F05,7187,311.53
F06,8389,324.89
F07,9639,360.67
F08,9129,359.97
F09,8962,353.91
F10,7554,396.36
F11,8218,376.99
G02,575,256.74
G03,4080,305.55
G04,1938,286.26
G05,9396,345.96
G06,10851,372.39
G07,11130,382.46
