Well,CellCount,MeanCellArea
C06,1747,355.53
C07,1611,358.6
C08,1710,368.5
C09,1667,359.26
C10,1770,356.33
C11,1822,355.53
D02,1525,364.27
D03,1870,364.7
D04,1903,359.23
D05,1641,362.46
D06,1530,363.28
D07,1942,364.06
D08,1673,356.74
D09,1609,355.53
D10,2016,359.98
D11,1664,376.81
E02,2109,365.96
E03,1844,359.37
E04,1860,353.76
E05,1912,361.8
E06,1721,368.7
E07,1538,362.63
E08,1762,358.21
E09,1656,369.35
E10,1959,378.0
E11,1680,356.4
F02,1354,371.16
F03,1750,355.89
F04,1930,366.49
F05,1629,368.78
F06,1688,365.65
F07,1594,368.72
F08,1758,380.6
F09,1746,360.27
F10,1826,366.06
F11,1638,361.8
G02,1631,364.74
G03,1347,370.35
G04,1353,360.01
G05,1146,355.8
G06,1299,359.81
G07,1365,352.44
G08,1328,365.56
G09,1306,367.01
G10,1583,351.5
G11,1314,369.89
4,,
Timespan(h):,75.6972,
B02,2051,387.94
B03,1944,384.38
B04,1552,384.76
B05,1817,386.47
B06,2031,385.12
B07,1844,388.04
B08,1802,368.49
B09,1741,377.04
B10,2266,376.26
B11,1727,374.68
C02,2329,398.48
C03,2416,387.09
C04,2299,374.68
C05,1805,379.56
C06,2142,375.53
C07,2143,365.13
C08,2190,386.56
C09,2149,368.0
C10,2079,379.8
C11,2235,373.1
D02,1642,392.19
D03,2236,385.66
D04,2309,376.79
D05,2032,379.31
D06,1935,381.21
D07,2379,387.9
D08,2193,365.17
D09,2003,373.66
D10,2534,381.56
D11,2088,376.7
E02,2482,391.45
E03,2347,373.36
E04,2229,376.08
E05,2419,373.63
E06,2304,377.71
E07,2181,364.8
E08,2352,372.81
E09,1982,386.73
E10,2487,389.6
E11,2057,370.3
F02,1726,383.82
F03,2085,373.08
F04,2255,390.36
F05,2004,384.88
F06,2263,373.53
F07,2067,368.54
F08,2268,385.83
F09,2260,372.08
F10,2208,377.93
F11,2102,370.04
G02,2079,376.17
G03,1623,377.85
G04,1688,371.63
G05,1406,366.24
G06,1585,376.3
G07,1676,369.99
G08,1609,374.63
G09,1656,383.0
G10,1930,373.32
G11,1636,383.82
5,,
Timespan(h):,93.3244,
B02,2398,380.75
B03,2402,368.59
B04,1861,369.58
B05,2205,372.93
B06,2441,376.34
B07,2226,372.6
B08,2167,359.67
B09,2128,369.22
B10,2749,371.3
B11,2048,375.25
C02,2923,386.01
C03,2937,374.62
C04,2717,370.21
C05,2142,371.7
C06,2608,372.83
C07,2567,364.38
C08,2645,384.53
C09,2577,365.94
C10,2483,380.74
C11,2726,372.05
D02,1995,394.97
D03,2731,384.74
D04,2782,375.97
D05,2474,376.0
D06,2350,377.39
D07,2890,373.35
D08,2665,376.35
D09,2476,374.13
D10,3096,377.81
D11,2543,381.02
E02,3089,384.75
E03,2751,381.48
E04,2762,369.9
E05,2906,382.14
E06,2810,378.22
E07,2652,369.92
E08,2785,376.21
E09,2459,379.77
E10,2967,386.36
E11,2417,376.41
F02,2140,374.59
F03,2471,372.51
F04,2760,392.97
F05,2438,381.33
F06,2699,377.53
F07,2393,374.1
F08,2780,379.25
F09,2709,368.07
F10,2735,374.4
F11,2566,371.18
G02,2523,375.66
G03,1933,388.53
G04,2048,369.6
G05,1676,368.16
G06,1962,376.02
G07,2031,373.65
G08,1938,379.95
G09,2078,373.95
G10,2309,376.96
G11,2016,382.3
6,,
Timespan(h):,119.5731,
B02,452,571.66
B03,1387,570.11
B04,588,521.86
B05,1091,545.03
B06,1276,507.63
B07,1415,477.37
B08,748,452.18
B09,1127,411.12
B10,2516,403.73
B11,958,397.41
C02,1227,561.51
C03,1620,559.01
C04,714,493.51
C05,573,492.29
C06,1492,512.53
C07,1323,477.85
C08,598,438.88
C09,1527,428.55
C10,1381,409.51
C11,2382,408.72
D02,1182,550.25
D03,1236,558.91
D04,1867,525.4
D05,1607,503.14
D06,1554,516.86
D07,2251,496.38
D08,2551,433.5
D09,2711,413.22
D10,3247,406.84
D11,2495,407.37
E02,1599,589.62
E03,1796,560.28
E04,1933,518.43
E05,2072,513.12
E06,2124,505.49
E07,1860,482.12
E08,2082,435.49
E09,2380,402.88
E10,2649,418.24
E11,1679,405.26
F02,787,549.71
F03,1477,542.58
F04,2050,532.62
F05,1618,520.54
F06,1934,509.05
F07,1524,470.1
F08,2272,438.89
F09,2605,396.79
F10,2201,398.16
F11,2357,397.52
G02,1321,558.17
G03,960,556.75
G04,1153,541.34
G05,905,508.2
G06,1006,509.14
G07,1419,498.9
G08,1077,460.26
G09,1828,419.29
G10,2399,413.1
G11,1139,411.94
7,,
Timespan(h):,143.6953,
B02,454,494.06
B03,1269,510.55
B04,536,534.65
B05,1064,545.05
B06,1148,535.86
B07,1477,502.2
B08,841,442.99
B09,1447,410.29
B10,3211,414.51
B11,1174,402.21
C02,1021,534.23
C03,1468,518.2
C04,597,489.58
C05,480,499.22
C06,1378,531.51
C07,1316,504.26
C08,727,429.35
C09,1822,428.35
C10,1721,425.26
C11,3179,410.45
D02,1241,485.27
D03,1143,508.28
D04,1754,505.32
D05,1376,511.65
D06,1449,531.3
D07,2267,495.97
D08,2847,435.73
D09,3223,417.61
D10,3941,411.37
D11,2942,420.86
E02,1697,518.11
E03,1787,499.16
E04,1843,497.35
E05,1933,519.27
E06,2018,539.06
E07,1954,498.42
E08,2359,436.14
E09,2844,422.33
E10,3175,423.44
E11,2046,410.17
F02,748,504.3
F03,1376,498.11
F04,1942,510.4
F05,1452,538.97
F06,1694,542.49
F07,1422,497.49
F08,2587,442.48
F09,3050,417.93
F10,2668,403.15
F11,2859,395.52
G02,1475,467.75
G03,975,494.44
G04,1166,487.25
G05,904,487.41
G06,931,530.11
G07,1432,499.26
G08,1221,454.27
G09,2259,424.46
G10,2883,415.92
G11,1432,410.54
8,,
Timespan(h):,167.6872,
B02,714,333.82
B03,1495,399.63
B04,705,407.33
B05,1156,460.1
B06,1204,475.33
B07,1691,419.91
B08,1076,398.41
B09,1970,388.36
B10,4132,394.97
B11,1684,376.47
C02,1246,377.44
C03,1684,402.71
C04,746,393.23
C05,569,421.47
C06,1495,471.25
C07,1458,436.58
C08,925,401.88
C09,2260,412.86
C10,2306,409.54
C11,4092,397.71
D02,1491,360.31
D03,1261,387.48
D04,1775,440.96
D05,1398,449.19
D06,1435,476.61
D07,2330,434.17
D08,3228,411.66
D09,3961,415.03
D10,5168,400.73
D11,3818,407.85
E02,2039,370.91
E03,1916,392.71
E04,1901,425.42
E05,1887,452.66
E06,1921,496.52
E07,2087,423.74
E08,2602,419.02
E09,3578,400.6
E10,4059,409.93
E11,2710,405.46
F02,906,364.21
F03,1459,394.55
F04,1855,452.37
F05,1433,481.15
F06,1653,503.44
F07,1450,443.46
F08,2830,419.79
F09,3821,406.45
F10,3350,401.03
F11,3652,406.51
G02,1700,348.06
G03,1032,383.74
G04,1181,424.19
G05,915,445.27
G06,958,480.59
G07,1525,442.05
G08,1357,419.66
G09,2711,414.03
G10,3644,407.28
G11,1847,400.45
9,,
Timespan(h):,192.9367,
B02,717,278.87
B03,1518,341.91
B04,713,358.75
B05,1173,403.97
B06,1174,423.95
B07,1692,390.99
B08,1074,400.51
B09,2211,381.6
B10,4725,393.49
B11,1885,374.68
C02,1301,298.93
C03,1634,340.73
C04,730,340.84
C05,592,367.59
C06,1451,425.07
C07,1509,390.74
C08,1013,400.05
C09,2456,412.71
C10,2671,409.26
C11,4936,394.53
D02,1545,300.14
D03,1300,329.87
D04,1673,386.72
D05,1366,391.15
D06,1509,406.11
D07,2442,396.15
D08,3321,401.68
D09,4487,406.79
D10,6069,397.24
D11,4510,403.72
E02,2119,297.82
E03,1939,344.2
E04,1822,380.85
E05,1845,410.97
E06,1913,418.59
E07,2054,401.98
E08,2634,402.04
E09,3928,395.57
E10,4701,405.68
E11,3039,410.8
F02,893,308.36
F03,1513,334.33
F04,1858,388.35
F05,1345,426.93
F06,1564,428.57
F07,1511,408.17
F08,2899,409.62
F09,4212,401.62
F10,3962,398.21
F11,4518,390.6
G02,1740,294.72
G03,1052,331.79
G04,1188,366.99
G05,885,390.94
G06,924,425.13
G07,1598,391.11
G08,1383,401.97
G09,2948,406.81
G10,3996,409.52
G11,2181,395.26
10,,
Timespan(h):,217.9883,
B02,743,255.46
B03,1536,303.09
B04,679,315.34
B05,1156,361.71
B06,1265,379.05
B07,1735,365.73
B08,1123,386.24
B09,2434,384.9
B10,5629,383.67
B11,2149,377.22
C02,1312,274.6
C03,1664,300.17
C04,727,290.69
C05,583,352.56
C06,1506,386.91
C07,1595,374.84
C08,1085,396.24
C09,2824,401.11
C10,3094,407.38
C11,5735,394.69
D02,1625,274.01
D03,1315,302.81
D04,1727,347.22
D05,1414,356.7
D06,1503,381.28
D07,2400,388.62
D08,3456,398.81
D09,4969,400.86
D10,7181,390.17
D11,5356,401.47
E02,2117,267.97
E03,1986,311.88
E04,1827,333.83
E05,1938,358.59
E06,1919,388.61
E07,2150,375.42
E08,2739,401.38
E09,4400,398.15
E10,5436,399.71
E11,3370,421.39
F02,951,263.13
F03,1514,290.19
F04,1922,350.91
F05,1394,377.67
F06,1724,398.43
F07,1664,377.88
F08,2953,402.75
F09,4676,402.45
F10,4573,401.39
F11,5254,385.91
G02,1782,266.14
G03,1029,302.41
G04,1202,333.19
G05,896,356.49
G06,964,407.58
G07,1618,376.22
G08,1428,393.37
G09,3262,407.72
G10,4493,400.65
G11,2604,397.86
11,,
Timespan(h):,238.9069,
B02,758,246.53
B03,1563,292.18
B04,662,292.55
B05,1203,348.35
B06,1314,352.06
B07,1769,361.12
B08,1191,391.61
B09,2785,367.42
B10,6586,378.5
B11,2455,386.1
C02,1365,261.86
C03,1658,285.52
C04,799,273.73
C05,619,324.73
C06,1602,368.27
C07,1650,358.75
C08,1139,377.93
C09,3009,402.78
C10,3518,403.64
C11,6630,395.31
D02,1694,260.03
D03,1319,279.34
D04,1735,316.14
D05,1379,332.31
D06,1582,371.56
D07,2561,387.81
D08,3642,385.76
D09,5535,395.83
D10,8456,386.0
D11,6199,399.73
E02,2182,259.33
E03,2025,287.54
E04,1868,326.1
E05,1958,347.16
E06,2028,378.81
E07,2185,371.97
E08,2930,385.91
E09,4976,384.03
E10,6106,401.03
E11,3955,409.0
F02,1005,248.39
F03,1541,275.47
F04,1899,327.85
F05,1469,371.6
F06,1741,395.22
F07,1717,366.3
F08,3137,393.2
F09,5250,401.23
F10,5203,398.85
F11,6146,385.44
G02,1839,262.59
G03,1064,288.65
G04,1181,324.98
G05,928,337.45
G06,972,400.79
G07,1736,361.97
G08,1498,382.01
G09,3537,401.07
G10,5095,394.13
G11,2995,399.02
12,,
Timespan(h):,262.2911,
B02,703,229.37
B03,1552,271.91
B04,931,276.54
B05,1244,305.16
B06,1360,343.97
B07,1886,329.26
B08,1411,353.42
B09,3343,347.19
B10,7315,377.14
B11,2945,373.53
C02,780,247.95
C03,1181,260.31
C04,625,260.95
C05,570,287.21
C06,1605,354.88
C07,1347,354.44
C08,1300,350.55
C09,3323,387.62
C10,4167,388.17
C11,7823,382.11
D02,1502,256.12
D03,1289,258.78
D04,1878,300.58
D05,1825,316.16
D06,2075,360.85
D07,2518,353.85
D08,4116,368.2
D09,6164,385.83
D10,9368,381.18
D11,7692,391.39
E02,1638,253.36
E03,1574,276.32
E04,1463,304.25
E05,1680,317.59
E06,2078,367.98
E07,2066,360.56
E08,3072,364.23
E09,5411,377.51
E10,6941,395.34
E11,4498,402.44
F02,1015,229.92
F03,1611,259.8
F04,1851,304.25
F05,1377,341.37
F06,1609,369.56
F07,1754,331.94
F08,3085,365.98
F09,5995,384.94
F10,5997,386.85
F11,7175,381.16
G02,1698,249.73
G03,1106,262.44
G04,1271,277.09
G05,954,309.69
G06,996,334.88
G07,1562,344.73
G08,1629,357.59
G09,3868,376.66
G10,5496,390.9
G11,3631,383.62
13,,
Timespan(h):,285.7478,
B02,735,233.17
B03,1625,271.98
B04,958,271.71
B05,1302,307.12
B06,1323,343.45
B07,1969,331.94
B08,1515,348.63
B09,3880,353.37
B10,9378,366.48
B11,3572,373.26
C02,804,244.87
C03,1252,255.15
C04,648,273.26
C05,535,289.35
C06,1672,343.53
C07,1435,352.22
C08,1410,349.33
C09,3905,387.66
C10,5203,389.6
C11,9665,376.2
D02,1530,262.81
D03,1373,248.87
D04,1883,292.79
D05,1828,314.51
D06,2089,354.93
D07,2556,360.48
D08,4570,366.51
D09,7310,387.74
D10,11551,374.05
D11,9801,383.05
E02,1693,257.95
E03,1582,276.96
E04,1513,290.93
E05,1730,324.33
E06,2086,366.91
E07,2086,364.98
E08,3346,368.9
E09,6450,377.18
E10,8603,390.59
E11,5448,393.51
F02,1037,238.06
F03,1718,258.98
F04,1877,312.91
F05,1442,342.6
F06,1700,359.66
F07,1813,336.54
F08,3331,372.1
F09,7274,383.1
F10,7509,384.0
F11,8760,376.53
G02,1734,252.99
G03,1138,262.18
G04,1292,266.17
G05,985,308.11
G06,986,341.34
G07,1648,337.46
G08,1813,354.94
G09,4369,383.41
G10,6821,389.44
G11,4384,390.78
14,,
Timespan(h):,320.27,
B02,1484,223.23
B03,2219,261.78
B04,961,267.09
B05,1325,271.39
B06,1118,288.36
B07,1209,338.45
B08,1273,321.83
B09,4766,349.24
B10,12087,361.52
B11,4877,375.5
C02,1609,235.97
C03,1883,238.42
C04,1194,253.06
C05,707,252.11
C06,2164,314.41
C07,1756,320.43
C08,1418,329.65
C09,4873,363.45
C10,6656,384.11
C11,12062,366.85
D02,2106,235.96
D03,1890,235.23
D04,1934,285.03
D05,2249,300.14
D06,2757,327.6
D07,2569,333.92
D08,4750,358.86
D09,9486,381.14
D10,13953,370.49
D11,12855,375.14
E02,1733,250.08
E03,1945,251.18
E04,1135,316.71
E05,1362,319.44
E06,1881,353.86
E07,1783,362.75
E08,3362,366.26
E09,8215,373.03
E10,10561,381.22
E11,6686,376.17
F02,1492,229.22
F03,1717,256.84
F04,1635,261.97
F05,1640,288.19
F06,1707,329.53
F07,1842,316.33
F08,3435,363.5
F09,8998,370.35
F10,9970,367.39
F11,11172,359.57
G02,1400,254.36
G03,1019,242.68
G04,852,249.63
G05,929,281.03
G06,1002,299.65
G07,1235,319.52
G08,1817,340.18
G09,5290,363.81
G10,8153,393.2
G11,5864,374.58
15,,
Timespan(h):,360.9011,
B02,1595,228.34
B03,2312,265.62
B04,1023,268.41
B05,1412,275.88
B06,1196,282.01
B07,1387,330.86
B08,1426,339.43
B09,5867,352.72
B10,15799,348.15
B11,6567,371.31
C02,1709,238.81
C03,1952,248.45
C04,1229,258.12
C05,778,249.57
C06,2209,313.66
C07,1870,319.59
C08,1699,338.03
C09,6326,365.86
C10,8929,363.52
C11,15734,358.2
D02,2180,241.1
D03,1963,242.2
D04,2039,285.49
D05,2302,303.67
D06,2823,327.97
D07,2689,337.09
D08,5498,358.16
D09,12006,378.4
D10,17560,358.5
D11,16937,365.61
E02,1786,252.66
E03,1982,254.66
E04,1205,309.06
E05,1457,318.0
E06,1950,351.27
E07,1801,359.03
E08,3763,364.25
E09,10414,365.11
E10,12817,374.25
E11,8233,371.05
F02,1532,235.99
F03,1736,265.97
F04,1682,263.95
F05,1699,291.7
F06,1771,323.15
F07,1907,316.96
F08,3876,371.06
F09,11698,364.43
F10,12938,360.18
F11,13349,353.59
G02,1449,249.43
G03,1042,248.0
G04,922,240.9
G05,960,277.02
G06,1034,294.3
G07,1333,312.42
G08,2194,340.55
G09,6795,362.45
G10,10915,372.83
G11,7984,373.97
16,,
Timespan(h):,387.625,
B02,1448,232.9
B03,2067,266.72
B04,1009,255.8
B05,1673,273.69
B06,1567,303.67
B07,2556,313.92
B08,1859,325.96
B09,6583,359.24
B10,15668,369.31
B11,7116,392.29
C02,1534,237.73
C03,1435,246.26
C04,961,253.22
C05,912,259.83
C06,1920,318.6
C07,2057,308.53
C08,2017,329.36
C09,7065,370.53
C10,10191,362.78
C11,16257,369.69
D02,1678,268.52
D03,995,242.49
D04,1298,263.94
D05,1642,295.58
D06,1911,321.11
D07,2422,327.88
D08,5687,359.67
D09,12828,390.82
D10,17296,378.02
D11,17252,380.21
E02,1767,260.8
E03,2025,257.78
E04,1503,282.92
E05,1677,300.83
E06,1938,338.28
E07,2705,344.33
E08,4698,350.41
E09,11406,375.96
E10,13167,382.91
E11,8669,383.73
F02,936,241.48
F03,1422,255.37
F04,1376,246.5
F05,1227,267.48
F06,1356,291.91
F07,1546,291.95
F08,3810,370.14
F09,11944,381.77
F10,13173,373.21
F11,12482,369.77
G02,1564,246.32
G03,1092,241.28
G04,777,235.76
G05,870,255.39
G06,864,257.8
G07,1194,295.58
G08,2440,336.05
G09,7780,362.97
G10,12155,376.17
G11,9929,380.8
17,,
Timespan(h):,412.4956,
B02,1447,237.1
B03,2125,268.86
B04,1011,255.49
B05,1769,271.95
B06,1648,295.9
B07,2567,317.7
B08,1990,332.85
B09,7193,354.18
B10,17410,365.01
B11,7781,380.67
C02,1581,234.28
C03,1480,240.47
C04,994,245.95
C05,923,259.29
C06,1934,325.77
C07,2072,306.75
C08,2223,331.25
C09,8269,363.83
C10,12031,352.26
C11,17617,367.34
D02,1745,260.8
D03,1033,241.34
D04,1319,266.15
D05,1640,303.19
D06,1940,316.59
D07,2454,327.31
D08,6451,355.26
D09,15244,377.85
D10,20112,372.31
D11,19090,378.97
E02,1777,257.18
E03,2074,259.29
E04,1540,279.63
E05,1724,293.68
E06,1977,337.87
E07,2745,345.55
E08,5003,350.69
E09,12780,370.11
E10,14826,379.57
E11,9212,386.26
F02,975,239.07
F03,1436,252.54
F04,1357,251.42
F05,1276,260.19
F06,1395,289.89
F07,1570,294.5
F08,4180,374.04
F09,13556,377.95
F10,15026,366.46
F11,12915,368.01
G02,1581,250.62
G03,1110,244.62
G04,803,235.79
G05,880,256.72
G06,885,254.21
G07,1240,290.63
G08,2799,338.42
G09,8957,363.46
G10,13784,373.96
G11,11789,377.9
18,,
Timespan(h):,437.2072,
B02,1490,235.41
B03,2138,270.66
B04,1034,253.43
B05,1775,272.79
B06,1651,300.72
B07,2598,321.39
B08,1989,339.48
B09,8077,352.77
B10,18753,369.63
B11,8472,385.56
C02,1581,238.29
C03,1468,245.49
C04,991,249.25
C05,954,263.22
C06,1986,321.87
C07,2077,313.81
C08,2384,333.56
C09,9475,370.62
C10,13256,358.34
C11,18343,375.58
D02,1734,263.0
D03,1025,245.39
D04,1329,266.72
D05,1594,302.91
D06,1956,319.86
D07,2455,327.33
D08,7164,353.05
D09,16928,378.26
D10,21160,371.7
D11,20750,375.79
E02,1789,260.32
E03,2039,261.56
E04,1589,279.58
E05,1731,299.23
E06,1966,334.57
E07,2783,344.67
E08,5230,351.0
E09,13634,375.51
E10,16002,377.28
E11,10420,375.21
F02,978,248.09
F03,1433,257.52
F04,1382,253.32
F05,1308,264.15
F06,1382,291.3
F07,1573,296.63
F08,4577,375.99
F09,14936,372.8
F10,16111,367.06
F11,13098,376.58
G02,1601,252.87
G03,1115,248.02
G04,817,237.98
G05,881,266.37
G06,909,255.73
G07,1280,305.25
G08,3114,341.22
G09,10122,362.92
G10,14565,376.64
G11,13648,373.69
19,,
Timespan(h):,458.2436,
B02,1179,269.88
B03,2311,302.89
B04,1360,300.67
B05,1814,328.32
B06,1973,327.98
B07,3204,353.18
B08,2306,338.47
B09,9660,366.06
B10,18114,378.5
B11,9150,394.92
C02,2236,263.83
C03,1818,273.0
C04,1435,292.98
C05,920,300.47
C06,2282,330.18
C07,2676,338.26
C08,2985,343.81
C09,10900,379.97
C10,14962,370.9
C11,17852,376.09
D02,2049,282.56
D03,1909,279.41
D04,2085,300.09
D05,2192,319.23
D06,2472,351.15
D07,3016,346.74
D08,8295,356.15
D09,17469,387.26
D10,20066,379.91
D11,19034,387.56
E02,2342,275.83
E03,2127,281.07
E04,1863,300.2
E05,1672,300.21
E06,1966,346.72
E07,2835,346.43
E08,5915,365.13
E09,14375,375.92
E10,16472,380.72
E11,13269,377.86
F02,1677,264.09
F03,1738,274.65
F04,1808,292.26
F05,1326,304.32
F06,1359,308.98
F07,1965,296.22
F08,5497,375.53
F09,16474,375.92
F10,17143,371.48
F11,14341,377.7
G02,1937,282.44
G03,1118,275.06
G04,992,251.69
G05,753,256.9
G06,753,250.96
G07,1290,297.43
G08,3438,348.81
G09,12089,371.52
G10,16082,379.52
G11,14958,387.31
20,,
Timespan(h):,479.2664,
B02,1199,275.25
B03,2289,300.83
B04,1326,304.17
B05,1858,322.99
B06,2003,329.44
B07,3336,345.66
B08,2505,349.12
B09,11041,357.47
B10,19919,370.96
B11,10643,391.3
C02,2225,263.64
C03,1811,272.9
C04,1480,293.81
C05,925,300.26
C06,2316,324.37
C07,2766,334.67
C08,3295,343.48
C09,13225,361.17
C10,16805,368.34
C11,19085,379.91
D02,2060,280.45
D03,1945,274.09
D04,2110,302.8
D05,2201,315.53
D06,2504,350.89
D07,2990,349.31
D08,9287,349.47
D09,19889,374.83
D10,20462,380.67
D11,20510,382.94
E02,2357,274.42
E03,2148,279.47
E04,1882,296.39
E05,1709,297.85
E06,1967,346.73
E07,2833,346.5
E08,6447,365.58
E09,15802,374.55
E10,17835,378.63
E11,15794,375.34
F02,1697,260.88
F03,1773,270.42
F04,1814,292.44
F05,1359,304.1
F06,1334,308.11
F07,1962,298.49
F08,6075,371.17
F09,18263,374.44
F10,18541,371.5
F11,15950,375.15
G02,1940,283.64
G03,1092,282.67
G04,958,256.43
G05,752,253.43
G06,730,262.77
G07,1342,305.44
G08,3816,349.06
G09,14270,365.93
G10,17582,373.42
G11,17275,376.69
21,,
Timespan(h):,508.6494,
B02,1219,279.4
B03,2317,305.14
B04,1375,296.8
B05,1868,330.53
B06,2044,330.9
B07,3408,354.5
B08,2737,366.06
B09,12384,369.92
B10,19644,377.72
B11,12188,393.61
C02,2266,267.68
C03,1844,270.89
C04,1494,293.65
C05,919,303.11
C06,2336,328.51
C07,2868,341.02
C08,3608,348.47
C09,15094,369.47
C10,19197,367.22
C11,19549,382.18
D02,2081,285.59
D03,1948,278.55
D04,2108,298.17
D05,2207,314.92
D06,2457,352.39
D07,3041,348.61
D08,10400,349.47
D09,21745,365.82
D10,21149,374.05
D11,21221,376.5
E02,2379,277.33
E03,2144,284.34
E04,1904,299.32
E05,1749,297.14
E06,2002,343.33
E07,2867,346.32
E08,7288,364.58
E09,17021,370.26
E10,19178,372.69
E11,18558,369.01
F02,1680,269.26
F03,1777,274.39
F04,1876,288.95
F05,1398,302.5
F06,1379,300.71
F07,2049,295.92
F08,7155,367.1
F09,20115,364.48
F10,21269,359.61
F11,17337,372.82
G02,1972,284.03
G03,1104,280.37
G04,996,254.89
G05,771,253.87
G06,760,258.32
G07,1496,312.88
G08,4275,348.82
G09,16846,364.81
G10,19389,369.54
G11,18353,379.04
22,,
Timespan(h):,528.6836,
B02,1227,278.92
B03,2357,300.48
B04,1354,300.95
B05,1893,328.95
B06,2034,324.11
B07,3442,353.58
B08,2999,365.28
B09,13735,359.13
B10,20420,373.17
B11,13057,386.38
C02,2258,263.96
C03,1839,269.84
C04,1491,291.48
C05,942,305.68
C06,2360,323.72
C07,2935,340.84
C08,3908,341.76
C09,16451,368.51
C10,21017,363.46
C11,18995,387.93
D02,2073,283.45
D03,1943,277.27
D04,2119,300.19
D05,2205,316.72
D06,2470,349.17
D07,3018,353.14
D08,10975,351.98
D09,22305,368.25
D10,21107,379.37
D11,19170,385.85
E02,2378,275.48
E03,2162,275.28
E04,1898,300.46
E05,1730,300.55
E06,2030,339.24
E07,2930,343.5
E08,7711,364.89
E09,18325,370.67
E10,20112,367.93
E11,18734,372.56
F02,1716,262.48
F03,1803,275.65
F04,1856,284.86
F05,1396,307.44
F06,1385,304.39
F07,2050,302.83
F08,7806,372.62
F09,20745,365.43
F10,21818,361.05
F11,17977,361.19
G02,1984,281.58
G03,1101,277.47
G04,1011,250.45
G05,755,253.11
G06,765,261.11
G07,1577,324.04
G08,4609,346.73
G09,17409,367.81
G10,18882,376.33
G11,18243,378.35
23,,
Timespan(h):,553.03,
B02,750,265.11
B03,1042,291.95
B04,569,259.56
B05,800,287.12
B06,716,262.96
B07,1762,344.21
B08,2446,391.31
B09,13563,368.44
B10,20108,376.33
B11,13541,383.66
C02,1224,270.27
C03,877,270.67
C04,737,259.2
C05,402,291.1
C06,954,314.76
C07,1842,328.89
C08,3261,356.53
C09,16979,368.97
C10,21531,365.05
C11,18715,384.82
D02,1666,287.97
D03,1499,271.67
D04,991,264.61
D05,1481,300.75
D06,1815,327.22
D07,1938,353.64
D08,10413,357.73
D09,19537,385.29
D10,18091,394.71
D11,18530,387.32
E02,1360,279.86
E03,1369,290.34
E04,1140,299.32
E05,1005,313.18
E06,1607,324.22
E07,1754,364.84
E08,7524,374.22
E09,19250,372.86
E10,19108,377.5
E11,19224,378.91
F02,1342,264.7
F03,1574,292.68
F04,1274,278.66
F05,1061,292.31
F06,1309,309.62
F07,2121,286.97
F08,8410,384.17
F09,20448,370.66
F10,19549,372.76
F11,17059,374.81
G02,1537,254.61
G03,1017,258.6
