Well,CellCount,MeanCellArea
C06,2526,299.46
C07,2610,298.14
C08,2789,299.84
C09,2328,290.75
C10,2534,286.09
C11,1823,291.23
D02,2860,285.19
D03,2838,280.39
D04,3039,295.16
D05,2612,295.75
D06,2532,282.05
D07,2470,286.64
D08,2477,295.89
D09,2145,278.98
D10,2340,283.39
D11,2391,284.06
E02,2579,287.67
E03,2733,290.83
E04,2606,287.27
E05,2486,286.55
E06,2417,287.13
E07,2321,290.0
E08,2652,289.81
E09,2429,296.92
E10,2598,287.98
E11,2018,286.07
F02,2321,289.78
F03,2811,286.14
F04,2523,304.76
F05,3233,290.76
F06,2348,302.64
F07,2746,287.49
F08,2476,282.77
F09,2706,289.61
F10,2338,287.53
F11,2248,282.73
G02,2492,296.9
G03,2483,298.16
G04,2662,279.68
G05,2836,282.61
G06,1971,304.98
G07,2191,291.36
G08,2223,279.0
G09,2554,299.11
G10,2493,290.18
G11,2247,278.78
4,,
Timespan(h):,68.7278,
B02,3839,303.58
B03,4362,287.47
B04,3863,288.0
B05,4611,299.18
B06,3438,289.16
B07,3859,288.33
B08,4093,293.15
B09,3400,286.19
B10,3749,289.63
B11,3931,294.39
C02,4561,300.18
C03,4084,293.57
C04,5312,294.91
C05,4139,288.88
C06,3765,300.71
C07,3962,295.14
C08,4521,294.17
C09,3809,288.68
C10,4151,289.63
C11,3113,292.88
D02,4726,287.4
D03,4609,283.28
D04,4903,292.16
D05,4260,304.83
D06,4211,283.21
D07,4155,282.35
D08,3781,291.95
D09,3492,284.24
D10,3733,287.22
D11,3817,288.99
E02,4228,296.54
E03,4307,297.28
E04,4376,287.02
E05,3845,300.08
E06,3574,289.64
E07,3841,290.81
E08,4110,286.27
E09,4154,297.86
E10,4199,294.33
E11,3371,288.55
F02,3742,295.64
F03,4565,289.79
F04,4038,303.41
F05,4965,289.22
F06,3718,300.22
F07,4362,290.64
F08,4002,284.66
F09,4206,288.21
F10,3713,285.3
F11,3627,285.9
G02,4316,291.71
G03,4075,292.49
G04,4616,275.68
G05,4908,281.15
G06,3360,302.09
G07,3650,288.56
G08,3670,286.78
G09,4344,294.28
G10,4373,291.94
G11,3604,277.43
5,,
Timespan(h):,93.2122,
B02,2373,464.44
B03,2903,449.49
B04,2312,431.51
B05,3153,386.39
B06,2945,343.23
B07,2801,319.26
B08,4285,304.85
B09,3691,300.89
B10,4012,285.69
B11,3903,297.23
C02,3015,450.02
C03,2410,447.82
C04,4009,439.34
C05,2852,389.69
C06,3193,361.97
C07,3508,331.08
C08,4408,301.45
C09,4562,291.88
C10,4792,289.02
C11,2555,290.15
D02,2667,447.09
D03,2593,430.94
D04,3353,435.7
D05,2779,399.98
D06,2934,341.75
D07,3321,309.28
D08,3243,289.19
D09,3147,284.7
D10,2719,277.6
D11,3537,277.52
E02,2301,447.89
E03,2270,448.59
E04,2715,419.65
E05,2438,387.86
E06,1899,334.81
E07,2261,306.41
E08,3982,285.78
E09,4256,295.4
E10,4422,285.56
E11,2483,269.89
F02,1973,454.72
F03,2716,435.65
F04,2650,435.9
F05,3635,384.1
F06,2745,334.98
F07,3808,303.05
F08,3920,284.31
F09,5177,288.5
F10,3226,277.76
F11,3658,278.33
G02,2283,431.53
G03,2369,441.92
G04,3596,414.3
G05,3713,392.66
G06,2477,361.54
G07,3011,306.57
G08,3393,297.82
G09,4057,291.79
G10,3968,291.76
G11,3524,266.97
6,,
Timespan(h):,122.9006,
B02,2266,535.84
B03,3223,508.79
B04,2590,490.55
B05,4754,419.25
B06,5051,354.15
B07,5839,322.44
B08,8954,307.99
B09,8200,300.86
B10,9249,290.82
B11,9550,292.45
C02,2949,502.25
C03,2443,513.92
C04,4649,470.15
C05,3950,416.92
C06,5299,367.49
C07,7782,332.75
C08,9649,311.91
C09,9868,294.03
C10,11310,293.37
C11,7174,288.2
D02,2607,499.09
D03,2812,493.34
D04,3933,469.75
D05,3763,426.57
D06,5088,353.94
D07,7166,316.64
D08,7740,305.04
D09,7760,299.21
D10,7606,284.45
D11,9674,291.37
E02,2171,506.13
E03,2449,502.66
E04,3582,458.66
E05,3533,402.5
E06,3601,357.79
E07,4909,321.09
E08,9329,298.96
E09,10031,305.92
E10,10662,295.42
E11,7850,283.21
F02,2069,506.93
F03,2923,492.4
F04,3650,461.81
F05,5475,396.43
F06,5583,346.45
F07,8768,316.26
F08,8516,301.88
F09,11893,294.15
F10,8324,291.13
F11,9293,290.92
G02,2383,480.74
G03,2697,492.78
G04,4811,446.12
G05,5354,401.89
G06,4818,360.9
G07,6738,312.94
G08,8071,303.61
G09,10243,302.89
G10,10104,295.87
G11,9849,278.25
7,,
Timespan(h):,144.7689,
B02,2259,490.14
B03,3707,482.12
B04,3098,431.49
B05,6061,385.25
B06,7070,340.64
B07,9894,316.54
B08,15338,300.82
B09,15166,286.9
B10,17153,279.91
B11,17285,277.62
C02,2948,489.19
C03,2616,468.37
C04,5057,438.77
C05,4583,387.92
C06,7144,360.67
C07,12917,323.1
C08,17367,296.34
C09,18148,277.9
C10,20682,279.05
C11,14514,274.87
D02,2611,491.54
D03,3122,466.79
D04,4133,432.8
D05,4657,389.79
D06,7317,352.09
D07,12199,317.1
D08,15061,296.52
D09,15613,283.54
D10,15672,270.68
D11,18899,274.08
E02,2292,476.68
E03,2692,474.9
E04,3964,425.0
E05,4074,390.93
E06,5170,359.18
E07,8747,314.38
E08,17387,290.96
E09,18461,294.79
E10,19683,281.34
E11,16696,267.38
F02,2148,485.44
F03,3079,473.07
F04,3965,439.55
F05,6333,386.23
F06,8182,351.36
F07,14900,310.72
F08,15504,294.49
F09,21580,280.43
F10,16371,281.12
F11,17723,275.53
G02,2424,489.7
G03,2810,474.98
G04,5064,431.04
G05,6085,393.87
G06,6734,359.59
G07,11301,315.72
G08,15061,295.02
G09,19016,301.39
G10,19358,283.3
G11,19369,269.41
8,,
Timespan(h):,167.6669,
B02,2231,465.69
B03,3766,446.53
B04,3220,409.76
B05,6512,384.34
B06,9480,333.05
B07,16125,294.86
B08,24225,282.39
B09,24848,265.97
B10,27883,258.41
B11,25737,261.71
C02,2950,453.97
C03,2766,438.23
C04,4960,420.54
C05,4880,378.91
C06,9602,348.29
C07,19896,301.55
C08,26902,278.61
C09,29701,256.4
C10,29649,268.6
C11,22928,261.26
D02,2564,455.93
D03,3301,430.58
D04,4026,414.95
D05,4928,379.68
D06,10015,346.15
D07,19567,298.41
D08,23848,277.57
D09,25136,265.2
D10,24193,263.56
D11,28760,259.21
E02,2216,467.32
E03,2769,441.09
E04,4038,408.5
E05,4505,379.29
E06,7149,351.5
E07,14663,300.85
E08,27162,274.47
E09,28771,273.85
E10,28269,272.27
E11,25564,256.3
F02,2247,449.6
F03,3002,443.95
F04,3904,419.07
F05,6421,378.2
F06,11255,345.15
F07,22414,298.91
F08,25139,274.32
F09,30628,269.71
F10,25541,270.58
F11,27025,263.77
G02,2430,454.3
G03,2859,458.3
G04,4626,427.71
G05,6262,391.32
G06,8807,344.59
G07,17707,297.86
G08,23555,278.17
G09,28975,280.34
G10,28634,271.48
G11,27796,263.78
9,,
Timespan(h):,193.8211,
B02,2153,444.63
B03,3426,428.6
B04,2804,418.71
B05,6720,376.67
B06,12583,324.91
B07,17239,321.87
B08,24598,309.99
B09,25176,301.94
B10,28217,290.78
B11,25525,297.99
C02,2717,432.94
C03,2452,426.4
C04,4199,411.6
C05,4985,377.81
C06,12030,339.96
C07,20453,326.19
C08,26459,311.1
C09,30322,289.89
C10,28892,301.92
C11,23739,291.62
D02,2548,422.1
D03,2954,419.99
D04,3642,411.42
D05,5298,374.33
D06,12361,339.82
D07,20468,323.73
D08,22863,317.71
D09,25703,297.49
D10,24316,296.76
D11,27866,297.3
E02,2216,428.6
E03,2631,407.83
E04,3477,406.19
E05,4890,374.21
E06,9454,338.89
E07,16899,318.83
E08,26544,309.28
E09,27934,308.44
E10,28102,304.55
E11,25941,288.46
F02,2255,427.84
F03,2741,426.56
F04,3469,407.58
F05,6212,378.88
F06,13217,342.77
F07,22303,324.32
F08,26039,304.13
F09,29953,302.63
F10,25490,303.96
F11,26962,294.38
G02,2348,421.45
G03,2543,420.94
G04,4059,405.41
G05,5918,384.44
G06,11076,336.95
G07,17956,328.7
G08,23359,312.34
G09,28877,310.34
G10,27816,307.24
G11,27637,296.12
10,,
Timespan(h):,219.1128,
B02,2281,376.48
B03,3197,382.75
B04,3194,370.63
B05,8352,358.87
B06,15924,330.29
B07,20998,338.84
B08,28989,324.32
B09,30472,310.99
B10,32759,303.61
B11,30623,306.3
C02,2675,359.25
C03,2091,380.9
C04,4017,364.08
C05,5803,355.05
C06,14870,348.54
C07,23764,346.2
C08,30617,319.91
C09,34176,301.59
C10,33341,314.12
C11,28277,307.4
D02,2300,370.16
D03,2617,369.79
D04,3779,358.05
D05,6182,355.48
D06,15031,352.09
D07,23924,344.11
D08,28251,322.6
D09,30532,309.96
D10,29946,306.77
D11,33254,300.59
E02,2042,384.69
E03,2590,358.7
E04,3639,364.9
E05,5850,356.8
E06,12648,344.98
E07,20696,340.73
E08,31240,319.81
E09,32803,314.57
E10,32359,313.63
E11,30985,299.79
F02,2068,358.68
F03,2524,363.48
F04,3759,358.96
F05,7779,351.91
F06,16272,353.89
F07,26000,339.36
F08,30342,322.85
F09,34556,311.44
F10,30930,313.77
F11,31036,311.34
G02,2304,368.94
G03,2497,365.25
G04,4193,364.16
G05,7738,354.17
G06,13928,350.14
G07,21463,349.28
G08,27648,326.31
G09,32827,318.16
G10,32920,312.49
G11,32975,308.55
11,,
Timespan(h):,242.4192,
B02,2266,365.82
B03,2778,369.12
B04,3028,370.13
B05,10113,327.85
B06,20405,308.49
B07,24274,330.05
B08,31288,323.49
B09,34243,305.82
B10,36153,303.38
B11,33275,310.52
C02,2466,364.91
C03,1914,372.06
C04,3774,354.59
C05,6597,345.07
C06,19262,321.31
C07,26380,339.92
C08,33860,315.68
C09,37664,300.29
C10,35378,315.05
C11,33282,300.4
D02,2122,355.14
D03,2439,360.47
D04,3547,352.1
D05,6926,344.17
D06,19534,326.11
D07,26896,331.75
D08,32093,317.11
D09,35173,302.2
D10,34256,304.89
D11,38120,293.83
E02,2023,374.35
E03,2487,356.83
E04,3539,357.12
E05,6427,342.01
E06,17019,320.29
E07,24304,333.69
E08,34387,317.17
E09,35910,309.84
E10,35909,308.28
E11,35725,299.24
F02,1929,360.85
F03,2423,343.94
F04,3430,351.53
F05,8445,330.0
F06,19822,335.65
F07,28241,338.13
F08,33717,318.78
F09,37278,307.63
F10,34335,315.8
F11,35587,305.96
G02,2075,355.66
G03,2351,352.13
G04,4062,357.57
G05,8155,344.78
G06,17925,325.58
G07,24309,343.55
G08,30843,325.84
G09,35672,315.92
G10,37203,306.6
G11,37192,304.73
12,,
Timespan(h):,265.8117,
B02,1980,349.18
B03,2074,369.39
B04,2676,338.69
B05,13842,320.99
B06,20920,336.89
B07,22544,362.93
B08,28102,353.0
B09,31410,335.77
B10,33795,327.0
B11,31542,329.58
C02,1713,347.64
C03,1481,356.67
C04,3810,340.18
C05,8480,327.76
C06,20254,345.77
C07,24483,368.05
C08,31562,336.83
C09,33736,330.19
C10,32993,335.95
C11,32254,320.72
D02,1779,330.22
D03,1848,327.64
D04,3097,343.44
D05,9141,332.63
D06,20486,348.36
D07,26080,355.12
D08,29761,340.82
D09,33532,321.99
D10,33279,318.22
D11,36736,307.86
E02,1669,363.78
E03,1784,340.24
E04,3832,332.54
E05,9126,327.15
E06,18129,339.75
E07,23957,353.39
E08,32683,334.73
E09,33963,330.8
E10,34236,327.32
E11,34473,314.23
F02,1417,339.82
F03,1806,341.95
F04,3298,345.75
F05,11362,318.3
F06,20776,348.49
F07,27576,354.35
F08,31674,339.34
F09,35778,317.5
F10,33309,327.39
F11,34647,316.98
G02,1645,344.65
G03,2107,368.7
G04,3964,349.35
G05,10818,329.47
G06,18765,341.92
G07,24159,355.53
G08,29586,342.03
G09,34042,329.57
G10,36196,316.83
G11,35094,324.28
13,,
Timespan(h):,290.4297,
B02,2850,351.32
B03,2762,361.85
B04,3730,352.99
B05,17646,313.47
B06,23234,338.61
B07,24900,353.27
B08,30095,347.6
B09,35000,317.05
B10,35891,319.73
B11,33186,327.27
C02,2081,323.35
C03,1797,328.03
C04,4187,336.7
C05,11715,323.91
C06,22463,342.25
C07,26484,354.79
C08,32680,331.65
C09,35557,322.25
C10,34979,327.15
C11,35248,314.8
D02,2132,313.66
D03,2128,319.52
D04,3675,313.98
D05,11975,328.1
D06,23034,346.87
D07,27103,349.3
D08,31876,333.85
D09,35764,313.56
D10,35063,312.46
D11,38556,304.22
E02,1874,356.4
E03,1866,319.52
E04,4357,326.06
E05,11991,320.8
E06,20858,342.69
E07,25261,355.52
E08,33781,328.9
E09,35295,323.25
E10,36834,313.76
E11,36500,313.06
F02,1816,315.61
F03,1955,322.43
F04,3741,330.76
F05,14633,307.61
F06,22772,348.35
F07,28648,347.85
F08,32080,337.68
F09,37066,314.28
F10,35425,321.34
F11,36049,312.32
G02,1993,311.54
G03,2455,343.65
G04,4554,327.71
G05,13863,319.22
G06,20713,344.16
G07,25742,353.25
G08,29864,342.13
G09,34436,329.0
G10,36540,319.91
G11,37013,318.97
14,,
Timespan(h):,314.1114,
B02,2473,353.58
B03,2539,344.85
B04,4197,336.58
B05,22604,305.12
B06,24371,337.21
B07,25591,349.27
B08,29802,342.69
B09,34560,319.65
B10,35040,320.79
B11,31532,335.76
C02,1978,302.25
C03,1780,308.0
C04,4828,332.37
C05,17556,303.89
C06,24239,341.29
C07,26104,356.43
C08,31349,333.2
C09,34301,324.43
C10,34855,325.31
C11,34956,321.01
D02,2084,313.38
D03,2055,303.2
D04,4299,311.13
D05,17734,307.87
D06,24190,345.61
D07,26873,348.19
D08,31490,331.03
D09,34752,320.57
D10,36088,308.94
D11,37354,309.08
E02,1832,336.87
E03,1899,308.89
E04,5019,317.56
E05,17433,298.34
E06,22788,343.36
E07,26015,352.16
E08,32742,330.85
E09,34499,326.22
E10,35183,322.14
E11,36248,315.29
F02,1820,310.23
F03,1906,302.15
F04,3896,322.52
F05,20553,287.18
F06,23832,344.6
F07,27899,348.29
F08,31903,338.87
F09,35527,318.94
F10,34788,323.87
F11,35516,314.97
G02,1819,303.34
G03,2211,332.06
G04,5058,320.63
G05,19436,298.12
G06,22593,335.73
G07,25472,354.86
G08,30676,336.21
G09,33958,328.48
G10,36618,319.72
G11,37157,318.11
15,,
Timespan(h):,336.6758,
B02,2286,344.61
B03,2467,339.99
B04,5267,312.44
B05,22568,328.2
B06,22839,356.05
B07,22734,369.47
B08,27690,352.47
B09,32457,331.9
B10,33019,332.11
B11,29946,342.14
C02,1940,304.51
C03,1721,304.26
C04,6413,312.15
C05,20235,311.56
C06,22471,360.38
C07,23922,368.86
C08,29695,341.2
C09,31777,335.87
C10,31044,341.15
C11,32665,330.03
D02,1949,308.78
D03,2065,294.41
D04,5435,305.15
D05,19811,320.7
D06,22684,362.68
D07,25393,358.06
D08,29303,346.14
D09,33294,329.46
D10,33426,324.88
D11,35809,322.08
E02,1759,345.09
E03,1881,313.7
E04,6588,309.11
E05,18742,317.83
E06,21432,359.79
E07,23855,364.39
E08,31086,340.86
E09,32701,334.16
E10,33409,329.53
E11,33286,335.64
F02,1815,298.39
F03,1965,294.05
F04,4786,314.46
F05,22039,305.41
F06,22178,363.43
F07,26351,356.61
F08,29780,349.88
F09,33635,329.66
F10,31458,339.71
F11,32700,331.53
G02,1754,301.08
G03,2015,327.66
G04,6669,299.94
G05,20346,320.97
G06,21588,358.06
G07,23871,367.74
G08,27812,352.76
G09,30758,343.13
G10,33863,333.23
G11,34652,327.78
16,,
Timespan(h):,360.7372,
B02,1738,305.64
B03,2575,315.13
B04,7640,304.11
B05,26005,339.05
B06,25446,349.93
B07,24813,360.22
B08,29823,346.56
B09,35301,316.43
B10,34686,322.1
B11,31811,331.84
C02,1359,268.66
C03,1692,282.52
C04,9113,316.71
C05,24169,332.92
C06,24780,351.56
C07,25239,363.32
C08,31802,329.96
C09,33591,325.32
C10,33152,331.1
C11,34237,319.95
D02,1575,276.71
D03,2469,292.71
D04,7876,312.25
D05,24187,334.08
D06,25005,356.42
D07,25519,360.07
D08,32014,330.65
D09,35476,318.16
D10,35511,313.6
D11,37180,310.03
E02,1406,276.89
E03,1848,290.28
E04,9319,306.04
E05,22111,334.78
E06,24329,353.1
E07,25226,361.04
E08,33513,324.72
E09,35086,322.45
E10,36079,316.34
E11,36057,317.79
F02,1381,251.81
F03,1902,297.13
F04,6845,319.2
F05,25920,320.42
F06,24205,356.36
F07,27854,350.13
F08,31966,336.63
F09,36157,315.67
F10,35028,321.27
F11,33923,320.57
G02,1716,255.92
G03,2061,281.35
G04,9615,301.39
G05,24376,332.79
G06,23598,352.85
G07,26300,353.42
G08,28775,345.32
G09,33228,327.88
G10,36741,319.55
G11,35776,320.66
17,,
Timespan(h):,388.1256,
B02,1665,291.47
B03,3396,324.97
B04,13221,285.57
B05,26649,340.77
B06,23782,355.03
B07,24262,352.62
B08,27749,348.47
B09,33220,322.84
B10,30832,343.02
B11,29096,344.14
C02,1418,263.23
C03,1958,292.8
C04,14876,292.49
C05,27967,328.41
C06,24998,349.08
C07,24485,360.54
C08,28488,336.97
C09,29991,342.37
C10,29921,338.16
C11,32147,328.94
D02,1634,263.01
D03,2780,289.98
D04,12378,304.82
D05,27056,333.26
D06,23044,363.34
D07,24470,356.37
D08,28913,342.06
D09,33009,327.85
D10,33039,322.94
D11,33358,326.39
E02,1478,271.29
E03,1951,299.29
E04,13312,304.41
E05,24877,331.15
E06,24280,356.05
E07,24313,360.14
E08,30712,332.73
E09,32995,329.54
E10,32681,330.73
E11,33295,330.02
F02,1443,247.64
F03,2187,300.46
F04,9945,311.58
F05,28513,318.23
F06,23330,357.99
F07,26214,355.75
F08,29090,345.13
F09,31896,329.57
F10,31254,336.36
F11,31907,326.61
G02,1653,254.69
G03,2000,284.63
G04,16213,290.74
G05,25732,332.92
G06,24414,348.9
G07,24658,358.11
G08,26781,354.18
G09,30439,339.32
G10,34039,327.56
G11,32934,330.39
18,,
Timespan(h):,406.1575,
B02,1715,296.26
B03,4737,323.0
B04,17497,282.86
B05,25218,354.5
B06,22864,360.76
B07,23717,364.2
B08,27021,352.24
B09,31464,332.16
B10,30241,345.49
B11,28218,350.58
C02,1455,259.78
C03,2155,299.86
C04,20318,283.06
C05,25905,352.31
C06,23247,359.78
C07,23028,365.46
C08,27352,344.41
C09,28396,349.18
C10,28536,345.89
C11,31322,334.52
D02,1637,264.77
D03,3021,291.72
D04,16363,302.13
D05,24784,360.05
D06,22195,369.84
D07,24440,358.43
D08,27811,344.45
D09,31033,334.5
D10,32747,326.88
D11,33551,326.57
E02,1378,270.36
E03,1948,304.71
E04,17370,299.64
E05,23392,351.38
E06,23000,364.39
E07,23559,365.78
E08,29370,343.03
E09,30644,337.03
E10,29617,343.5
E11,32127,333.3
F02,1409,256.2
F03,2736,309.19
F04,13921,298.36
F05,26451,338.27
F06,21686,367.32
F07,25708,355.72
F08,28353,350.02
F09,29970,340.98
F10,30456,339.97
F11,29804,338.05
G02,1552,253.62
G03,2009,283.33
G04,22107,281.51
G05,24720,348.99
G06,23213,359.26
G07,23737,366.14
G08,26300,356.5
G09,29043,344.3
G10,31289,341.38
G11,31982,339.34
19,,
Timespan(h):,429.0797,
B02,1254,280.6
B03,7095,323.24
B04,24156,277.52
B05,26170,349.28
B06,24263,354.19
B07,25440,346.65
B08,28795,340.4
B09,32789,322.36
B10,31224,332.96
B11,28698,341.78
C02,1354,270.82
C03,2165,323.58
C04,26994,285.03
C05,28862,338.68
C06,23805,355.39
C07,24080,359.76
C08,29561,335.0
C09,29101,336.32
C10,31297,334.28
C11,32704,324.32
D02,1111,279.4
D03,3471,303.58
D04,22838,303.69
D05,27505,345.64
D06,24176,356.43
D07,24933,353.54
D08,29736,334.03
D09,31213,332.04
D10,33445,318.76
D11,35062,316.68
E02,1341,287.28
E03,1668,316.82
E04,22321,308.74
E05,25051,349.36
E06,24162,354.2
E07,24611,355.99
E08,30184,337.44
E09,31494,335.26
E10,31719,330.65
E11,33071,328.65
F02,1035,253.29
F03,3284,331.45
F04,20122,306.9
F05,27408,336.37
F06,23363,360.41
F07,26603,349.38
F08,28935,343.74
F09,33411,323.05
F10,31616,328.89
F11,31583,324.84
G02,1440,234.99
G03,1415,285.05
G04,28944,286.68
G05,26700,348.27
G06,24709,346.18
G07,25184,356.96
G08,26259,348.16
G09,31019,331.76
G10,34005,325.42
G11,32505,329.03
20,,
Timespan(h):,458.8167,
B02,1298,269.58
B03,12868,292.64
B04,28970,287.37
B05,23650,357.13
B06,22439,357.23
B07,23611,350.02
B08,25632,353.11
B09,29478,332.57
B10,26672,356.46
B11,25916,352.69
C02,1477,258.91
C03,3152,340.36
C04,30511,294.18
C05,27902,337.17
C06,22468,356.21
C07,22320,362.96
C08,26112,349.87
C09,25790,350.92
C10,27725,347.96
C11,29434,338.61
D02,1235,264.62
D03,5197,307.48
D04,26794,306.22
D05,26986,350.52
D06,22788,358.67
D07,23806,357.05
D08,27851,342.17
D09,28924,345.08
D10,30407,332.45
D11,31733,329.9
E02,1345,288.72
E03,1918,320.83
E04,24850,312.77
E05,24725,353.05
E06,23530,356.64
E07,23170,355.01
E08,27881,342.48
E09,28757,345.1
E10,29137,342.7
E11,29195,343.92
F02,1111,248.16
F03,7432,302.07
F04,25616,311.44
F05,27381,334.23
F06,22015,358.38
F07,25422,353.22
F08,26715,353.89
F09,28874,338.74
F10,27335,346.29
F11,29101,337.34
G02,1420,231.5
G03,1681,279.45
G04,30268,314.17
G05,26663,347.63
G06,23651,350.52
G07,24211,358.4
G08,25082,352.24
G09,28119,342.54
G10,30147,341.89
G11,30030,336.47
21,,
Timespan(h):,483.755,
B02,1315,272.3
B03,16494,292.28
B04,28199,312.99
B05,22577,373.11
B06,21967,363.21
B07,23936,351.15
B08,25016,357.05
B09,28633,341.72
B10,26700,356.61
B11,24766,359.96
C02,1404,259.79
C03,4543,328.28
C04,27862,325.0
C05,25996,354.48
C06,21895,366.02
C07,22678,362.57
C08,24888,356.56
C09,24734,359.5
C10,26914,353.51
C11,28100,347.19
D02,1208,268.56
D03,8393,294.64
D04,25562,331.26
D05,25057,366.09
D06,22441,367.35
D07,23381,359.1
D08,26655,350.88
D09,28871,345.23
D10,29042,339.22
D11,29918,338.48
E02,1373,288.72
E03,2150,333.16
E04,22942,341.58
E05,23344,363.44
E06,22464,361.8
E07,22280,367.47
E08,26223,351.49
E09,27466,352.82
E10,27504,346.77
E11,28842,347.7
F02,1143,251.2
F03,12459,286.9
F04,24093,339.24
F05,25675,348.05
F06,21623,368.12
F07,23995,367.62
F08,25208,363.43
F09,27368,348.24
F10,27340,351.41
F11,27223,346.56
G02,1317,229.11
G03,2219,281.35
G04,27051,345.83
G05,24414,361.54
G06,23902,352.41
G07,23183,364.06
G08,23657,362.8
G09,26232,354.36
G10,29284,344.72
G11,29353,341.65
22,,
Timespan(h):,504.7994,
B02,1239,262.34
B03,19299,288.48
B04,32282,302.74
B05,23411,359.46
B06,23394,350.47
B07,25312,343.83
B08,26204,346.42
B09,31318,324.8
B10,28493,344.35
B11,27390,344.71
C02,938,224.2
C03,6089,326.68
C04,30374,323.02
C05,26539,349.1
C06,24970,342.41
C07,24678,349.78
C08,25446,344.85
C09,27204,344.29
C10,28875,336.67
C11,30441,330.64
D02,1250,245.71
D03,11475,313.86
D04,27852,330.02
D05,26997,351.18
D06,24089,351.08
D07,24360,347.71
D08,28669,335.76
D09,30348,331.27
D10,31952,322.41
D11,32119,326.75
E02,1066,257.45
E03,2438,329.55
E04,26355,341.57
E05,24651,359.25
E06,24557,351.28
E07,23921,356.55
E08,27929,337.44
E09,30248,332.09
E10,29691,335.39
E11,31084,332.68
F02,920,232.47
F03,16441,294.98
F04,24410,352.8
F05,25036,343.11
F06,22267,355.86
F07,25028,354.81
F08,26177,349.45
F09,28969,336.08
F10,30092,334.45
F11,30259,327.93
G02,1386,255.82
G03,3004,285.13
G04,28029,346.31
G05,25869,350.13
G06,26364,338.75
G07,25153,348.79
G08,26387,348.26
G09,28866,336.0
G10,31674,332.12
G11,31711,329.13
23,,
Timespan(h):,527.6494,
B02,1249,263.93
B03,22756,281.28
B04,34357,295.6
B05,21054,375.53
B06,20865,361.6
B07,23433,351.51
B08,23933,362.57
B09,27684,345.61
B10,25094,364.62
B11,23011,371.35
C02,961,230.19
C03,9407,299.75
C04,30292,319.35
C05,25070,349.44
C06,21362,367.8
C07,22294,366.69
C08,24646,355.97
C09,24287,359.72
C10,25666,354.41
C11,27530,351.67
D02,1264,250.66
D03,18050,284.04
D04,25929,337.9
D05,24524,360.45
D06,22193,365.18
D07,22105,363.04
D08,25846,350.23
D09,27686,345.49
D10,28687,341.16
D11,29463,341.44
E02,1092,252.4
E03,2844,346.11
E04,27733,330.34
E05,22733,361.93
E06,23161,357.26
E07,23542,360.74
E08,25142,357.76
E09,27372,346.74
E10,27410,346.11
E11,28284,345.58
F02,946,235.3
