"Column","Row","Cell Nuclei / mm^2","Evaluated Area [mm^2]","Estimated Total Cell Count","Total Granule Count","Cell Nucleus","Contrast","Size [um^2]","Intensity","Roughness","Granularity","Granule Intensity","Granule Count","Longishness","Compactness"





1
Timespan (h):, 0.0000
2,B,2.556611e+001,4.928400e+000,1.260000e+002,1.594000e+003,126,3.408421e-001,1.181459e+003,9.330074e+001,1.552952e+001,5.716040e-001,1.197717e+002,1.265079e+001,1.466508e+000,6.589025e-001
2,C,3.003003e+001,4.928400e+000,1.480000e+002,1.644000e+003,148,3.724430e-001,9.784335e+002,1.006152e+002,2.118737e+001,6.147002e-001,1.312791e+002,1.110811e+001,1.425472e+000,6.870755e-001
2,D,3.145037e+001,4.928400e+000,1.550000e+002,1.759000e+003,155,3.689168e-001,9.481241e+002,1.020704e+002,2.188259e+001,6.348182e-001,1.329311e+002,1.134839e+001,1.483959e+000,6.790647e-001
2,E,3.794335e+001,4.928400e+000,1.870000e+002,1.653000e+003,187,3.945753e-001,7.201189e+002,1.064948e+002,2.955076e+001,6.590022e-001,1.411642e+002,8.839572e+000,1.432577e+000,6.954674e-001
2,F,3.916078e+001,4.928400e+000,1.950000e+002,1.759000e+003,193,3.802884e-001,7.059522e+002,1.065044e+002,2.958311e+001,6.972606e-001,1.395502e+002,9.113990e+000,1.428578e+000,7.042549e-001
2,G,0.000000e+000,4.928400e+000,0.000000e+000,0.000000e+000,0,-1.#INF00e+000,-1.#INF00e+000,-1.#INF00e+000,-1.#INF00e+000,-1.#INF00e+000,-1.#INF00e+000,-1.#INF00e+000,-1.#INF00e+000,-1.#INF00e+000
3,B,2.881260e+001,4.928400e+000,1.420000e+002,1.474000e+003,142,3.462624e-001,9.705940e+002,9.505708e+001,1.744593e+001,5.598600e-001,1.231262e+002,1.038028e+001,1.433564e+000,6.678140e-001
3,C,3.104456e+001,4.928400e+000,1.530000e+002,1.572000e+003,153,3.673710e-001,9.378537e+002,9.834124e+001,2.140458e+001,5.819625e-001,1.291433e+002,1.027451e+001,1.417751e+000,6.863642e-001
3,D,3.976950e+001,4.928400e+000,1.960000e+002,1.873000e+003,196,3.995409e-001,7.441460e+002,1.057246e+002,3.008225e+001,6.982687e-001,1.402711e+002,9.556122e+000,1.441797e+000,6.971152e-001
3,E,2.576901e+001,4.928400e+000,1.280000e+002,1.205000e+003,127,3.763735e-001,8.164008e+002,1.039095e+002,2.572574e+001,6.331896e-001,1.358557e+002,9.488189e+000,1.459102e+000,6.926749e-001
3,F,3.510267e+001,4.928400e+000,1.730000e+002,1.620000e+003,173,3.674135e-001,8.240731e+002,1.028499e+002,2.613682e+001,6.207738e-001,1.341978e+002,9.364162e+000,1.412790e+000,6.866235e-001
3,G,0.000000e+000,4.928400e+000,0.000000e+000,0.000000e+000,0,-1.#INF00e+000,-1.#INF00e+000,-1.#INF00e+000,-1.#INF00e+000,-1.#INF00e+000,-1.#INF00e+000,-1.#INF00e+000,-1.#INF00e+000,-1.#INF00e+000
