"Column","Row","Cell Nuclei / mm^2","Evaluated Area [mm^2]","Estimated Total Cell Count","Total Granule Count","Cell Nucleus","Contrast","Size [um^2]","Intensity","Roughness","Granularity","Granule Intensity","Granule Count","Longishness","Compactness"





1
Timespan (h):, 0.0000
2,B,2.191381e+001,4.928400e+000,1.090000e+002,0.000000e+000,108,2.102439e-001,2.549411e+002,1.243716e+002,3.103680e+001,0.000000e+000,0.000000e+000,0.000000e+000,1.554650e+000,6.855964e-001
2,C,2.556611e+001,4.928400e+000,1.290000e+002,8.000000e+000,126,2.312171e-001,2.713907e+002,1.306791e+002,3.876036e+001,1.851037e-002,6.071429e+000,6.349206e-002,1.538008e+000,6.824463e-001
2,D,1.724698e+001,4.928400e+000,8.500000e+001,1.000000e+000,85,2.172704e-001,2.863982e+002,1.260118e+002,3.065688e+001,3.782863e-003,3.000000e+000,1.176471e-002,1.501124e+000,7.030501e-001
2,E,2.130509e+001,4.928400e+000,1.050000e+002,1.000000e+000,105,2.268257e-001,2.801153e+002,1.304614e+002,3.661285e+001,7.382798e-003,2.428571e+000,9.523810e-003,1.499404e+000,6.917751e-001
2,F,2.049347e+001,4.928400e+000,1.020000e+002,1.000000e+000,101,2.553694e-001,3.175326e+002,1.316703e+002,3.473707e+001,1.949014e-003,2.524752e+000,9.900990e-003,1.539087e+000,6.899279e-001
2,G,1.136271e+001,4.928400e+000,5.600000e+001,0.000000e+000,56,2.366714e-001,3.164167e+002,1.287805e+002,3.449790e+001,0.000000e+000,0.000000e+000,0.000000e+000,1.459364e+000,6.971100e-001
3,B,2.130509e+001,4.928400e+000,1.070000e+002,1.000000e+000,105,2.104664e-001,2.471152e+002,1.239827e+002,3.092531e+001,3.365304e-003,2.314286e+000,9.523810e-003,1.547840e+000,6.930357e-001
3,C,2.333414e+001,4.928400e+000,1.170000e+002,2.000000e+000,115,2.042888e-001,2.572788e+002,1.265018e+002,2.998198e+001,8.677634e-003,4.373913e+000,1.739130e-002,1.495148e+000,6.960044e-001
3,D,1.765279e+001,4.928400e+000,8.800000e+001,1.000000e+000,87,2.239746e-001,3.141256e+002,1.285369e+002,3.046963e+001,1.707913e-003,2.931034e+000,1.149425e-002,1.456470e+000,7.007990e-001
3,E,1.339177e+001,4.928400e+000,6.600000e+001,0.000000e+000,66,2.294002e-001,2.918723e+002,1.316727e+002,3.409452e+001,0.000000e+000,0.000000e+000,0.000000e+000,1.436056e+000,7.138884e-001
3,F,1.278305e+001,4.928400e+000,6.400000e+001,1.000000e+000,63,2.484588e-001,2.965532e+002,1.352575e+002,3.811072e+001,4.587577e-003,3.841270e+000,1.587302e-002,1.525001e+000,7.022681e-001
3,G,1.014528e+001,4.928400e+000,5.000000e+001,0.000000e+000,50,2.493906e-001,3.019337e+002,1.314896e+002,3.487602e+001,0.000000e+000,0.000000e+000,0.000000e+000,1.502136e+000,7.114620e-001
4,B,2.089928e+001,4.928400e+000,1.030000e+002,2.000000e+000,103,2.428788e-001,3.077671e+002,1.296633e+002,3.762430e+001,6.555810e-003,4.951456e+000,1.941748e-002,1.490005e+000,7.023432e-001
