"Column","Row","Cell Nuclei / mm^2","Evaluated Area [mm^2]","Estimated Total Cell Count","Total Granule Count","Cell Nucleus","Contrast","Size [um^2]","Intensity","Roughness","Granularity","Granule Intensity","Granule Count","Longishness","Compactness"





1
Timespan (h):, 0.0000
2,B,4.852343e+001,1.149960e+001,5.850000e+002,1.896000e+003,558,2.572049e-001,1.786258e+002,1.442567e+002,6.141009e+001,1.022106e+000,1.769711e+002,3.397849e+000,1.282896e+000,8.025797e-001
2,C,5.321924e+001,1.149960e+001,6.690000e+002,2.181000e+003,612,2.521954e-001,1.873661e+002,1.455412e+002,5.952270e+001,1.032450e+000,1.772405e+002,3.563725e+000,1.293693e+000,8.049239e-001
2,D,5.791506e+001,1.149960e+001,1.293000e+003,2.421000e+003,666,2.483914e-001,1.890982e+002,1.447269e+002,5.811355e+001,1.011596e+000,1.763821e+002,3.635135e+000,1.282221e+000,7.978645e-001
2,E,5.391492e+001,1.149960e+001,6.800000e+002,2.098000e+003,620,2.489263e-001,1.703117e+002,1.481507e+002,6.294715e+001,1.060471e+000,1.806308e+002,3.383871e+000,1.285005e+000,8.023792e-001
2,F,5.269749e+001,1.149960e+001,6.620000e+002,2.150000e+003,606,2.520157e-001,1.871254e+002,1.467796e+002,6.310403e+001,1.028374e+000,1.797997e+002,3.547855e+000,1.327696e+000,7.942465e-001
2,G,5.826290e+001,1.149960e+001,7.350000e+002,2.289000e+003,670,2.462037e-001,1.785394e+002,1.487515e+002,5.854749e+001,1.023744e+000,1.799734e+002,3.416418e+000,1.306388e+000,7.959728e-001
3,B,5.295836e+001,1.149960e+001,6.800000e+002,2.071000e+003,609,2.481026e-001,1.802481e+002,1.411459e+002,5.574453e+001,1.011343e+000,1.732111e+002,3.400657e+000,1.262298e+000,8.079428e-001
3,C,6.643709e+001,1.149960e+001,8.290000e+002,2.660000e+003,764,2.485014e-001,1.811735e+002,1.440266e+002,5.721741e+001,1.055952e+000,1.762370e+002,3.481675e+000,1.299196e+000,8.007902e-001
3,D,5.921945e+001,1.149960e+001,7.560000e+002,2.296000e+003,681,2.441334e-001,1.752468e+002,1.425999e+002,5.620478e+001,1.041600e+000,1.734985e+002,3.371512e+000,1.279499e+000,8.027503e-001
3,E,6.582838e+001,1.149960e+001,8.390000e+002,2.689000e+003,757,2.465845e-001,1.777921e+002,1.474139e+002,5.953537e+001,1.082787e+000,1.788783e+002,3.552180e+000,1.315200e+000,7.996079e-001
3,F,5.878465e+001,1.149960e+001,7.360000e+002,2.288000e+003,676,2.479568e-001,1.786489e+002,1.455802e+002,6.099142e+001,1.017887e+000,1.763778e+002,3.384615e+000,1.318012e+000,7.977497e-001
3,G,5.513235e+001,1.149960e+001,7.080000e+002,2.163000e+003,634,2.479360e-001,1.790852e+002,1.486794e+002,6.260155e+001,1.017609e+000,1.816345e+002,3.411672e+000,1.298640e+000,8.003267e-001
4,B,5.504539e+001,1.149960e+001,6.830000e+002,2.372000e+003,633,2.532358e-001,1.966950e+002,1.414500e+002,6.128453e+001,1.042274e+000,1.748006e+002,3.747235e+000,1.308066e+000,7.939050e-001
