"Column","Row","Cell Nuclei / mm^2","Evaluated Area [mm^2]","Estimated Total Cell Count","Total Granule Count","Cell Nucleus","Contrast","Size [um^2]","Intensity","Roughness","Granularity","Granule Intensity","Granule Count","Longishness","Compactness"





1
Timespan (h):, 0.0000
2,B,6.061080e+001,1.149960e+001,7.500000e+002,2.627000e+003,697,2.642777e-001,1.976225e+002,1.409358e+002,6.510828e+001,1.033451e+000,1.738212e+002,3.769010e+000,1.295700e+000,7.987927e-001
2,C,6.591534e+001,1.149960e+001,8.140000e+002,2.669000e+003,758,2.595122e-001,1.839697e+002,1.427109e+002,6.112195e+001,1.041236e+000,1.759338e+002,3.521108e+000,1.258345e+000,8.048860e-001
2,D,5.278444e+001,1.149960e+001,6.660000e+002,2.169000e+003,607,2.616534e-001,1.919396e+002,1.426548e+002,6.263673e+001,1.006736e+000,1.759948e+002,3.573311e+000,1.281520e+000,7.988231e-001
2,E,7.026331e+001,1.149960e+001,8.800000e+002,2.893000e+003,808,2.447099e-001,1.966333e+002,1.417599e+002,5.549165e+001,1.000847e+000,1.724191e+002,3.580446e+000,1.282549e+000,7.988103e-001
2,F,5.008870e+001,1.149960e+001,6.100000e+002,2.054000e+003,576,2.626229e-001,1.898830e+002,1.442811e+002,5.825391e+001,1.019693e+000,1.772654e+002,3.565972e+000,1.310100e+000,7.917220e-001
2,G,5.617587e+001,1.149960e+001,7.070000e+002,2.229000e+003,646,2.540604e-001,1.808758e+002,1.471067e+002,6.035979e+001,1.050156e+000,1.804204e+002,3.450464e+000,1.292074e+000,7.979878e-001
3,B,5.800202e+001,1.149960e+001,7.110000e+002,2.270000e+003,667,2.616586e-001,1.811245e+002,1.382014e+002,6.412113e+001,1.002622e+000,1.722886e+002,3.403298e+000,1.297257e+000,7.947462e-001
3,C,6.548054e+001,1.149960e+001,8.020000e+002,2.701000e+003,753,2.633622e-001,1.875007e+002,1.419435e+002,6.361003e+001,1.039786e+000,1.763761e+002,3.586985e+000,1.298362e+000,7.979968e-001
3,D,6.635013e+001,1.149960e+001,8.300000e+002,2.605000e+003,763,2.483152e-001,1.838524e+002,1.384088e+002,5.755514e+001,9.990722e-001,1.691698e+002,3.414155e+000,1.295702e+000,7.961589e-001
3,E,6.269783e+001,1.149960e+001,7.870000e+002,2.532000e+003,721,2.554552e-001,1.882925e+002,1.434592e+002,5.862286e+001,1.010437e+000,1.760915e+002,3.511789e+000,1.314469e+000,7.947636e-001
3,F,5.887161e+001,1.149960e+001,7.660000e+002,2.481000e+003,677,2.559859e-001,1.949869e+002,1.432034e+002,6.225159e+001,1.022170e+000,1.760370e+002,3.664697e+000,1.324996e+000,7.944838e-001
3,G,4.600160e+001,1.149960e+001,5.760000e+002,1.887000e+003,529,2.600118e-001,1.903649e+002,1.460542e+002,6.259173e+001,1.022360e+000,1.792533e+002,3.567108e+000,1.288842e+000,7.980490e-001
4,B,4.756687e+001,1.149960e+001,5.990000e+002,1.899000e+003,547,2.621612e-001,1.861094e+002,1.378060e+002,6.099387e+001,1.024979e+000,1.710694e+002,3.471664e+000,1.298175e+000,7.959050e-001
