Column,Row,Cell Nuclei / mm^2,Evaluated Area [mm^2],Estimated Total Cell Count,Total Granule Count,Cell Nucleus,Contrast,Size [um^2],Intensity,Roughness,Granularity,Granule Intensity,Granule Count,Longishness,Compactness
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
Timespan (h):,0,,,,,,,,,,,,,,
4,G,5.40E+01,1.15E+01,7.03E+02,2.28E+03,621,2.50E-01,1.99E+02,1.35E+02,4.99E+01,9.79E-01,1.65E+02,3.67E+00,1.31E+00,7.92E-01
5,B,3.78E+01,1.15E+01,4.76E+02,1.51E+03,435,2.54E-01,1.99E+02,1.30E+02,5.30E+01,9.42E-01,1.61E+02,3.47E+00,1.34E+00,7.85E-01
5,C,6.84E+01,1.15E+01,8.66E+02,2.98E+03,787,2.44E-01,2.08E+02,1.33E+02,4.96E+01,9.90E-01,1.63E+02,3.78E+00,1.30E+00,7.94E-01
5,D,6.27E+01,1.15E+01,8.17E+02,2.66E+03,721,2.53E-01,2.05E+02,1.33E+02,5.23E+01,9.57E-01,1.64E+02,3.69E+00,1.36E+00,7.83E-01
5,E,7.00E+01,1.15E+01,9.01E+02,3.02E+03,805,2.48E-01,2.08E+02,1.35E+02,5.59E+01,9.78E-01,1.65E+02,3.76E+00,1.35E+00,7.80E-01
5,F,6.66E+01,1.15E+01,8.39E+02,2.85E+03,766,2.48E-01,2.04E+02,1.34E+02,5.05E+01,9.66E-01,1.62E+02,3.72E+00,1.35E+00,7.85E-01
5,G,5.14E+01,1.15E+01,6.65E+02,2.22E+03,591,2.51E-01,2.07E+02,1.37E+02,5.14E+01,9.78E-01,1.68E+02,3.75E+00,1.32E+00,7.89E-01
6,B,4.03E+01,1.15E+01,5.17E+02,1.77E+03,464,2.42E-01,2.09E+02,1.32E+02,4.93E+01,9.64E-01,1.61E+02,3.81E+00,1.34E+00,7.85E-01
6,C,6.62E+01,1.15E+01,8.49E+02,2.89E+03,761,2.48E-01,2.08E+02,1.34E+02,4.85E+01,9.81E-01,1.64E+02,3.80E+00,1.31E+00,7.92E-01
6,D,6.03E+01,1.15E+01,7.59E+02,2.55E+03,694,2.43E-01,2.20E+02,1.33E+02,4.80E+01,9.27E-01,1.62E+02,3.67E+00,1.34E+00,7.87E-01
6,E,6.34E+01,1.15E+01,7.96E+02,2.67E+03,729,2.54E-01,2.03E+02,1.35E+02,5.54E+01,9.67E-01,1.66E+02,3.66E+00,1.32E+00,7.90E-01
6,F,6.36E+01,1.15E+01,8.08E+02,2.74E+03,731,2.57E-01,2.07E+02,1.37E+02,5.61E+01,9.72E-01,1.69E+02,3.75E+00,1.36E+00,7.81E-01
6,G,4.25E+01,1.15E+01,5.34E+02,1.83E+03,489,2.43E-01,2.10E+02,1.34E+02,5.10E+01,9.68E-01,1.64E+02,3.75E+00,1.32E+00,7.85E-01
7,B,3.75E+01,1.15E+01,4.61E+02,1.65E+03,431,2.53E-01,2.19E+02,1.32E+02,4.98E+01,9.29E-01,1.63E+02,3.83E+00,1.30E+00,7.89E-01
7,C,7.74E+01,1.15E+01,1.01E+03,3.34E+03,890,2.57E-01,2.12E+02,1.36E+02,5.29E+01,9.42E-01,1.66E+02,3.76E+00,1.36E+00,7.83E-01
7,D,8.04E+01,1.15E+01,1.01E+03,3.49E+03,925,2.51E-01,2.10E+02,1.34E+02,5.07E+01,9.65E-01,1.63E+02,3.77E+00,1.34E+00,7.87E-01
7,E,8.52E+01,1.15E+01,1.07E+03,3.70E+03,980,2.45E-01,2.10E+02,1.34E+02,5.05E+01,9.49E-01,1.63E+02,3.77E+00,1.35E+00,7.83E-01
7,F,5.90E+01,1.15E+01,7.50E+02,2.59E+03,678,2.58E-01,2.01E+02,1.38E+02,5.27E+01,1.02E+00,1.70E+02,3.83E+00,1.33E+00,7.93E-01
7,G,3.72E+01,1.15E+01,4.71E+02,1.59E+03,428,2.48E-01,2.05E+02,1.37E+02,5.24E+01,9.68E-01,1.67E+02,3.71E+00,1.35E+00,7.85E-01
8,B,5.10E+01,1.15E+01,6.48E+02,2.13E+03,586,2.42E-01,2.05E+02,1.33E+02,4.99E+01,9.62E-01,1.62E+02,3.64E+00,1.33E+00,7.85E-01
8,C,7.13E+01,1.15E+01,9.11E+02,3.18E+03,820,2.55E-01,2.13E+02,1.33E+02,5.38E+01,9.70E-01,1.64E+02,3.88E+00,1.33E+00,7.88E-01
8,D,9.42E+01,1.15E+01,1.19E+03,3.97E+03,1083,2.41E-01,2.04E+02,1.33E+02,4.95E+01,9.55E-01,1.61E+02,3.66E+00,1.33E+00,7.87E-01
8,E,7.57E+01,1.15E+01,9.50E+02,3.28E+03,871,2.43E-01,2.09E+02,1.34E+02,4.90E+01,9.52E-01,1.63E+02,3.76E+00,1.33E+00,7.90E-01
8,F,6.23E+01,1.15E+01,8.06E+02,2.86E+03,717,2.51E-01,2.20E+02,1.36E+02,5.21E+01,9.76E-01,1.66E+02,3.99E+00,1.34E+00,7.88E-01
8,G,5.60E+01,1.15E+01,6.97E+02,2.40E+03,644,2.38E-01,2.05E+02,1.33E+02,4.83E+01,9.66E-01,1.62E+02,3.73E+00,1.32E+00,7.89E-01
9,B,5.15E+01,1.15E+01,6.52E+02,2.12E+03,592,2.49E-01,2.01E+02,1.31E+02,4.89E+01,9.79E-01,1.60E+02,3.57E+00,1.34E+00,7.87E-01
9,C,8.50E+01,1.15E+01,1.06E+03,3.69E+03,977,2.51E-01,2.06E+02,1.34E+02,5.04E+01,9.85E-01,1.63E+02,3.78E+00,1.33E+00,7.89E-01
9,D,8.91E+01,1.15E+01,1.12E+03,4.04E+03,1025,2.56E-01,2.16E+02,1.35E+02,5.23E+01,9.73E-01,1.66E+02,3.94E+00,1.34E+00,7.86E-01
