"Column","Row","Cell Nuclei / mm^2","Evaluated Area [mm^2]","Estimated Total Cell Count","Total Granule Count","Cell Nucleus","Contrast","Size [um^2]","Intensity","Roughness","Granularity","Granule Intensity","Granule Count","Longishness","Compactness"





1
Timespan (h):, 0.0000
2,B,5.336417e+001,4.928400e+000,2.950000e+002,1.409000e+003,263,3.500967e-001,3.925954e+002,1.110900e+002,3.370686e+001,7.683030e-001,1.406406e+002,5.357414e+000,1.474978e+000,6.913813e-001
2,C,5.458161e+001,4.928400e+000,3.110000e+002,1.529000e+003,269,3.257861e-001,4.367957e+002,1.083070e+002,3.072725e+001,7.681786e-001,1.377938e+002,5.684015e+000,1.411944e+000,6.918943e-001
2,D,3.814625e+001,4.928400e+000,2.460000e+002,1.118000e+003,188,3.266465e-001,4.693949e+002,1.090420e+002,2.817239e+001,7.374619e-001,1.375889e+002,5.946809e+000,1.434201e+000,6.948778e-001
2,E,5.113221e+001,4.928400e+000,3.180000e+002,1.398000e+003,252,3.371952e-001,3.828500e+002,1.130052e+002,3.406427e+001,8.378612e-001,1.417097e+002,5.547619e+000,1.482056e+000,6.998015e-001
2,F,6.229202e+001,4.928400e+000,3.430000e+002,1.738000e+003,307,3.500229e-001,4.125990e+002,1.117970e+002,3.497348e+001,7.901080e-001,1.414871e+002,5.661238e+000,1.461696e+000,7.051320e-001
2,G,2.820388e+001,4.928400e+000,1.890000e+002,7.760000e+002,139,3.396925e-001,4.274075e+002,1.092466e+002,3.102254e+001,7.720194e-001,1.399041e+002,5.582734e+000,1.438376e+000,7.063134e-001
3,B,3.733463e+001,4.928400e+000,2.070000e+002,1.085000e+003,184,3.484282e-001,4.116381e+002,1.096357e+002,3.280996e+001,8.253035e-001,1.388644e+002,5.896739e+000,1.433688e+000,6.976834e-001
3,C,4.443633e+001,4.928400e+000,2.490000e+002,1.241000e+003,219,3.515596e-001,4.217322e+002,1.110208e+002,3.474623e+001,7.657495e-001,1.429403e+002,5.666667e+000,1.436546e+000,6.959744e-001
3,D,4.808863e+001,4.928400e+000,2.700000e+002,1.279000e+003,237,3.314708e-001,4.076010e+002,1.071981e+002,3.173121e+001,7.558267e-001,1.338854e+002,5.396624e+000,1.494311e+000,6.858345e-001
3,E,4.484214e+001,4.928400e+000,2.750000e+002,1.287000e+003,221,3.452969e-001,4.493252e+002,1.084214e+002,3.140324e+001,7.451752e-001,1.367912e+002,5.823529e+000,1.463758e+000,6.858694e-001
3,F,4.342180e+001,4.928400e+000,2.730000e+002,1.230000e+003,214,3.388835e-001,4.553766e+002,1.093491e+002,3.145142e+001,7.117176e-001,1.380203e+002,5.747664e+000,1.455276e+000,6.859360e-001
3,G,3.550848e+001,4.928400e+000,2.030000e+002,9.280000e+002,175,3.363965e-001,3.823395e+002,1.076772e+002,3.144198e+001,8.060651e-001,1.352628e+002,5.302857e+000,1.470719e+000,6.893879e-001
4,B,2.495739e+001,4.928400e+000,1.810000e+002,6.900000e+002,123,3.340564e-001,4.518029e+002,1.060618e+002,2.942917e+001,7.190122e-001,1.373768e+002,5.609756e+000,1.557238e+000,6.975375e-001
