"Column","Row","Cell Nuclei / mm^2","Evaluated Area [mm^2]","Estimated Total Cell Count","Total Granule Count","Cell Nucleus","Contrast","Size [um^2]","Intensity","Roughness","Granularity","Granule Intensity","Granule Count","Longishness","Compactness"





1
Timespan (h):, 0.0000
2,B,5.026262e+001,1.149960e+001,6.480000e+002,0.000000e+000,578,2.549439e-001,2.034672e+002,7.700622e+001,2.719267e+001,0.000000e+000,0.000000e+000,0.000000e+000,1.312606e+000,7.740158e-001
2,C,5.748026e+001,1.149960e+001,7.370000e+002,0.000000e+000,661,2.479613e-001,1.954854e+002,7.624995e+001,2.530558e+001,0.000000e+000,0.000000e+000,0.000000e+000,1.300938e+000,7.778001e-001
2,D,5.939337e+001,1.149960e+001,7.660000e+002,0.000000e+000,683,2.433068e-001,1.871479e+002,7.507240e+001,2.531273e+001,0.000000e+000,0.000000e+000,0.000000e+000,1.319942e+000,7.715414e-001
2,E,5.052350e+001,1.149960e+001,6.520000e+002,0.000000e+000,581,2.583579e-001,1.899828e+002,7.830831e+001,2.879660e+001,0.000000e+000,0.000000e+000,0.000000e+000,1.326716e+000,7.713362e-001
2,F,5.130613e+001,1.149960e+001,6.520000e+002,0.000000e+000,590,2.549506e-001,1.821678e+002,7.677237e+001,2.832951e+001,0.000000e+000,0.000000e+000,0.000000e+000,1.295426e+000,7.775665e-001
2,G,5.339316e+001,1.149960e+001,6.820000e+002,0.000000e+000,614,2.568422e-001,2.017670e+002,7.842277e+001,2.867501e+001,0.000000e+000,0.000000e+000,0.000000e+000,1.327368e+000,7.700990e-001
3,B,5.087133e+001,1.149960e+001,6.530000e+002,0.000000e+000,585,2.435205e-001,1.894122e+002,7.497548e+001,2.579333e+001,0.000000e+000,0.000000e+000,0.000000e+000,1.312542e+000,7.753391e-001
3,C,5.278444e+001,1.149960e+001,6.690000e+002,0.000000e+000,607,2.557740e-001,1.883279e+002,7.674329e+001,2.936206e+001,0.000000e+000,0.000000e+000,0.000000e+000,1.301389e+000,7.814019e-001
3,D,5.939337e+001,1.149960e+001,7.610000e+002,0.000000e+000,683,2.534175e-001,1.868849e+002,7.651700e+001,2.847072e+001,0.000000e+000,0.000000e+000,0.000000e+000,1.311988e+000,7.755075e-001
3,E,5.878465e+001,1.149960e+001,7.320000e+002,0.000000e+000,676,2.473339e-001,1.823718e+002,7.700052e+001,2.749169e+001,0.000000e+000,0.000000e+000,0.000000e+000,1.316243e+000,7.764737e-001
3,F,5.739330e+001,1.149960e+001,7.380000e+002,0.000000e+000,660,2.516831e-001,1.868902e+002,7.684423e+001,2.849492e+001,0.000000e+000,0.000000e+000,0.000000e+000,1.310857e+000,7.753940e-001
3,G,5.339316e+001,1.149960e+001,6.700000e+002,0.000000e+000,614,2.465664e-001,1.917527e+002,7.742097e+001,2.754010e+001,0.000000e+000,0.000000e+000,0.000000e+000,1.328634e+000,7.764200e-001
4,B,4.939302e+001,1.149960e+001,6.280000e+002,0.000000e+000,568,2.559236e-001,1.989759e+002,7.596234e+001,3.045377e+001,0.000000e+000,0.000000e+000,0.000000e+000,1.318238e+000,7.723088e-001
