"Column","Row","Cell Nuclei / mm^2","Evaluated Area [mm^2]","Estimated Total Cell Count","Total Granule Count","Cell Nucleus","Contrast","Size [um^2]","Intensity","Roughness","Granularity","Granule Intensity","Granule Count","Longishness","Compactness"





1
Timespan (h):, 0.0000
2,B,2.394286e+001,4.928400e+000,1.180000e+002,1.087000e+003,118,3.683300e-001,6.972019e+002,1.015649e+002,2.993365e+001,6.995954e-001,1.317729e+002,9.211864e+000,1.488466e+000,6.819655e-001
2,C,2.556611e+001,4.928400e+000,1.260000e+002,1.216000e+003,126,3.897579e-001,8.179273e+002,1.040651e+002,3.020651e+001,6.320750e-001,1.411312e+002,9.650794e+000,1.427579e+000,6.876833e-001
2,D,2.089928e+001,4.928400e+000,1.030000e+002,1.022000e+003,103,3.789114e-001,9.598980e+002,9.814967e+001,2.260724e+001,5.469855e-001,1.328308e+002,9.922330e+000,1.376267e+000,6.690358e-001
2,E,1.866732e+001,4.928400e+000,9.300000e+001,8.690000e+002,92,3.976818e-001,7.985212e+002,1.069618e+002,2.995334e+001,6.522212e-001,1.432252e+002,9.445652e+000,1.420616e+000,6.808899e-001
2,F,1.968184e+001,4.928400e+000,9.700000e+001,8.930000e+002,97,4.074538e-001,7.124753e+002,1.099797e+002,3.300930e+001,6.832705e-001,1.459903e+002,9.206186e+000,1.393082e+000,7.046489e-001
2,G,1.156562e+001,4.928400e+000,5.700000e+001,5.190000e+002,57,3.942928e-001,7.608096e+002,1.065994e+002,3.004009e+001,6.283970e-001,1.404808e+002,9.105263e+000,1.380035e+000,7.162568e-001
3,B,2.394286e+001,4.928400e+000,1.180000e+002,1.045000e+003,118,3.678888e-001,7.076377e+002,9.913494e+001,2.733273e+001,6.553723e-001,1.293863e+002,8.855932e+000,1.539339e+000,6.699915e-001
3,C,2.597192e+001,4.928400e+000,1.280000e+002,1.294000e+003,128,3.733896e-001,9.208338e+002,9.972103e+001,2.296265e+001,5.926293e-001,1.325845e+002,1.010938e+001,1.432709e+000,6.738973e-001
3,D,2.394286e+001,4.928400e+000,1.190000e+002,1.260000e+003,118,3.574095e-001,9.911124e+002,9.713532e+001,2.131519e+001,5.679531e-001,1.276463e+002,1.067797e+001,1.418515e+000,6.584651e-001
3,E,1.521792e+001,4.928400e+000,7.500000e+001,7.100000e+002,75,3.843758e-001,9.730158e+002,1.010022e+002,2.416385e+001,5.122765e-001,1.402016e+002,9.466667e+000,1.517339e+000,6.654453e-001
3,F,1.318886e+001,4.928400e+000,6.500000e+001,6.010000e+002,65,4.029784e-001,7.862887e+002,1.077002e+002,3.185531e+001,6.267758e-001,1.456435e+002,9.246154e+000,1.490925e+000,6.813754e-001
3,G,1.014528e+001,4.928400e+000,5.000000e+001,4.440000e+002,50,4.055240e-001,6.665352e+002,1.098560e+002,3.250259e+001,6.996320e-001,1.460519e+002,8.880000e+000,1.399816e+000,6.982969e-001
4,B,2.069637e+001,4.928400e+000,1.020000e+002,1.045000e+003,102,4.011933e-001,9.135221e+002,1.029206e+002,2.770077e+001,5.873496e-001,1.403588e+002,1.024510e+001,1.384192e+000,6.814343e-001
